,message length,k,rep,tau fact.,order
242,0.01264830104006944,10,15,0.01,3
243,0.016415809860371944,10,15,0.01,4
244,1.1547743707298546,10,15,0.1,1
245,1.0871838193452332,10,15,0.1,2
246,0.9935959037265301,10,15,0.1,3
247,0.8908338271190228,10,15,0.1,4
248,6.081709921464155,10,15,1.0,1
249,4.206213833473304,10,15,1.0,2
250,3.595354012064714,10,15,1.0,3
251,3.330795185267841,10,15,1.0,4
252,5.704515629206576,10,15,10.0,1
253,5.704274141506043,10,15,10.0,2
254,5.703882606807735,10,15,10.0,3
255,5.7030572329949285,10,15,10.0,4
256,0.011489575274231407,10,16,0.01,1
257,0.008954135405489172,10,16,0.01,2
258,0.00888571840996982,10,16,0.01,3
259,0.012013644514937027,10,16,0.01,4
260,0.7478372264280023,10,16,0.1,1
261,0.6816298465558701,10,16,0.1,2
262,0.6327742813012582,10,16,0.1,3
263,0.5842332145135689,10,16,0.1,4
264,5.8745409608880195,10,16,1.0,1
265,3.9891520859879157,10,16,1.0,2
266,3.3865478564050058,10,16,1.0,3
267,3.1118846650248573,10,16,1.0,4
268,5.704769645838646,10,16,10.0,1
269,5.70444404330344,10,16,10.0,2
270,5.703918004802279,10,16,10.0,3
271,5.702785167920176,10,16,10.0,4
272,0.01509154663918417,10,17,0.01,1
273,0.011874784004282867,10,17,0.01,2
274,0.011766455232580646,10,17,0.01,3
275,0.01556328908063076,10,17,0.01,4
276,1.0364112768835894,10,17,0.1,1
277,0.9673306415892442,10,17,0.1,2
278,0.8813363700854538,10,17,0.1,3
279,0.7898568724534645,10,17,0.1,4
280,6.0777370847409795,10,17,1.0,1
281,4.176683289254481,10,17,1.0,2
282,3.558508780066632,10,17,1.0,3
283,3.2780984820726045,10,17,1.0,4
284,5.704508063829717,10,17,10.0,1
285,5.704262323029921,10,17,10.0,2
286,5.7038812245559845,10,17,10.0,3
287,5.703052659886985,10,17,10.0,4
288,0.011479963479302267,10,18,0.01,1
289,0.009011602189102639,10,18,0.01,2
290,0.008878117332203377,10,18,0.01,3
291,0.011823449333657088,10,18,0.01,4
292,0.8271708404099039,10,18,0.1,1
293,0.7717977996457303,10,18,0.1,2
294,0.7210042379102034,10,18,0.1,3
295,0.6627039203910314,10,18,0.1,4
296,5.756380510604335,10,18,1.0,1
297,3.9586508442331114,10,18,1.0,2
298,3.397709949029245,10,18,1.0,3
299,3.145049004871851,10,18,1.0,4
300,5.704728505981722,10,18,10.0,1
301,5.7044237986892785,10,18,10.0,2
302,5.703915183128606,10,18,10.0,3
303,5.702809306755678,10,18,10.0,4
304,0.013836316474344842,10,19,0.01,1
305,0.011079978788772368,10,19,0.01,2
306,0.01110362596407356,10,19,0.01,3
307,0.014489066454811628,10,19,0.01,4
308,1.0372709090364491,10,19,0.1,1
309,0.9806687627449311,10,19,0.1,2
310,0.9071553625411434,10,19,0.1,3
311,0.8198737179533815,10,19,0.1,4
312,6.12062999100924,10,19,1.0,1
313,4.18866586648375,10,19,1.0,2
314,3.5650583737508996,10,19,1.0,3
315,3.2905682202845172,10,19,1.0,4
316,5.704449193754381,10,19,10.0,1
317,5.704231070023818,10,19,10.0,2
318,5.70387464144395,10,19,10.0,3
319,5.703120485260535,10,19,10.0,4
320,0.013322321096970983,10,20,0.01,1
321,0.010615400995679368,10,20,0.01,2
322,0.010740484658934589,10,20,0.01,3
323,0.013795614222418706,10,20,0.01,4
324,1.0268681677717904,10,20,0.1,1
325,0.9601334719001485,10,20,0.1,2
326,0.890306509087236,10,20,0.1,3
327,0.8171718392944003,10,20,0.1,4
328,5.928675308317331,10,20,1.0,1
329,4.096154856488758,10,20,1.0,2
330,3.490486337891587,10,20,1.0,3
331,3.2209756790412034,10,20,1.0,4
332,5.704631593303345,10,20,10.0,1
333,5.704332823211784,10,20,10.0,2
334,5.703892892121196,10,20,10.0,3
335,5.702934977470666,10,20,10.0,4
336,0.01434089694136461,10,21,0.01,1
337,0.011630625361270729,10,21,0.01,2
338,0.011440057018885662,10,21,0.01,3
339,0.014747777440498488,10,21,0.01,4
340,1.1014275539404874,10,21,0.1,1
341,1.0463971385787807,10,21,0.1,2
342,0.964334848637202,10,21,0.1,3
343,0.8639273889439902,10,21,0.1,4
344,5.897726224450896,10,21,1.0,1
345,4.137737059555305,10,21,1.0,2
346,3.5743816021413974,10,21,1.0,3
347,3.3238079894101085,10,21,1.0,4
348,5.7045415910185024,10,21,10.0,1
349,5.70429290795515,10,21,10.0,2
350,5.703886365595282,10,21,10.0,3
351,5.70301259360358,10,21,10.0,4
352,0.01479587528473431,10,22,0.01,1
353,0.01211214021750536,10,22,0.01,2
354,0.012072224182083912,10,22,0.01,3
355,0.015402064647532576,10,22,0.01,4
356,1.1530222056426769,10,22,0.1,1
357,1.0956713060872463,10,22,0.1,2
358,1.012228684679548,10,22,0.1,3
359,0.9115059678569182,10,22,0.1,4
360,5.937128858162699,10,22,1.0,1
361,4.150634732255045,10,22,1.0,2
362,3.584329727686258,10,22,1.0,3
363,3.3274925410325107,10,22,1.0,4
364,5.7045936332497815,10,22,10.0,1
365,5.704331106613099,10,22,10.0,2
366,5.703893142720801,10,22,10.0,3
367,5.702959011507131,10,22,10.0,4
368,0.015171291594140249,10,23,0.01,1
369,0.011979663478404826,10,23,0.01,2
370,0.01192254706462906,10,23,0.01,3
371,0.01576777577919941,10,23,0.01,4
372,1.0599369966676595,10,23,0.1,1
373,0.9866312468164089,10,23,0.1,2
374,0.9031492087794204,10,23,0.1,3
375,0.8066237514806183,10,23,0.1,4
376,6.16728666593975,10,23,1.0,1
377,4.257083187547879,10,23,1.0,2
378,3.6098930673553182,10,23,1.0,3
379,3.3148628471833694,10,23,1.0,4
380,5.704466871710901,10,23,10.0,1
381,5.704242460701941,10,23,10.0,2
382,5.703877404261767,10,23,10.0,3
383,5.703104959008165,10,23,10.0,4
384,0.016329979775169104,10,24,0.01,1
385,0.013026768605374486,10,24,0.01,2
386,0.01317437224675555,10,24,0.01,3
387,0.01690219343841015,10,24,0.01,4
388,1.1985946820089173,10,24,0.1,1
389,1.1211249173938618,10,24,0.1,2
390,1.0227986115174463,10,24,0.1,3
391,0.9230516491324812,10,24,0.1,4
392,6.180458793886518,10,24,1.0,1
393,4.305249343556216,10,24,1.0,2
394,3.662555876322647,10,24,1.0,3
395,3.3777262770230374,10,24,1.0,4
396,5.704461939752798,10,24,10.0,1
397,5.70422301053045,10,24,10.0,2
398,5.7038684805905175,10,24,10.0,3
399,5.703103268298493,10,24,10.0,4
400,0.015058824074968096,10,25,0.01,1
401,0.011880579707545868,10,25,0.01,2
402,0.01185171784262803,10,25,0.01,3
403,0.015525964856719199,10,25,0.01,4
404,1.0128911656272264,10,25,0.1,1
405,0.9367893260023503,10,25,0.1,2
406,0.8611940351359217,10,25,0.1,3
407,0.7750029622152939,10,25,0.1,4
408,6.142582842969752,10,25,1.0,1
409,4.243963118505863,10,25,1.0,2
410,3.5965066996166413,10,25,1.0,3
411,3.3005651865198784,10,25,1.0,4
412,5.7045255670118955,10,25,10.0,1
413,5.704254607476274,10,25,10.0,2
414,5.7038758193753,10,25,10.0,3
415,5.7030474294066265,10,25,10.0,4
416,0.018781058535863385,10,26,0.01,1
417,0.01494917121845376,10,26,0.01,2
418,0.014956746396398695,10,26,0.01,3
419,0.019574805998819222,10,26,0.01,4
420,1.2775180729861553,10,26,0.1,1
421,1.1835021227211704,10,26,0.1,2
422,1.0539358723246524,10,26,0.1,3
423,0.9239820526362088,10,26,0.1,4
424,6.372525858338589,10,26,1.0,1
425,4.400200000829077,10,26,1.0,2
426,3.701077860010217,10,26,1.0,3
427,3.3807223769280084,10,26,1.0,4
428,5.704387402445636,10,26,10.0,1
429,5.704179487226152,10,26,10.0,2
430,5.703863807368926,10,26,10.0,3
431,5.703192984098145,10,26,10.0,4
432,0.012401948593504828,10,27,0.01,1
433,0.01007651885127016,10,27,0.01,2
434,0.009979383969198728,10,27,0.01,3
435,0.013165034198630465,10,27,0.01,4
436,0.8932100251675309,10,27,0.1,1
437,0.8545072383025258,10,27,0.1,2
438,0.7989505831382782,10,27,0.1,3
439,0.7262331161638382,10,27,0.1,4
440,5.839380726903785,10,27,1.0,1
441,4.036857012555619,10,27,1.0,2
442,3.4743858156365763,10,27,1.0,3
443,3.219080631557832,10,27,1.0,4
444,5.704799685125871,10,27,10.0,1
445,5.704459034880722,10,27,10.0,2
446,5.703917405348837,10,27,10.0,3
447,5.702763213971977,10,27,10.0,4
448,0.018276214711506374,10,28,0.01,1
449,0.014948593706363675,10,28,0.01,2
450,0.014995752832874097,10,28,0.01,3
451,0.01930092835859476,10,28,0.01,4
452,1.3112695667196201,10,28,0.1,1
453,1.2322225992572438,10,28,0.1,2
454,1.1220002823822826,10,28,0.1,3
455,0.992709365163897,10,28,0.1,4
456,6.1648282799209415,10,28,1.0,1
457,4.325332522959188,10,28,1.0,2
458,3.6945603117250414,10,28,1.0,3
459,3.4156776351227096,10,28,1.0,4
460,5.704478149817819,10,28,10.0,1
461,5.7042366025541575,10,28,10.0,2
462,5.703872102963856,10,28,10.0,3
463,5.703099307338219,10,28,10.0,4
464,0.011205074333814975,10,29,0.01,1
465,0.009057326980750006,10,29,0.01,2
466,0.009162851601478485,10,29,0.01,3
467,0.011704554316231075,10,29,0.01,4
468,0.8993338792787696,10,29,0.1,1
469,0.8533899791136943,10,29,0.1,2
470,0.8044969047537746,10,29,0.1,3
471,0.7536882664692444,10,29,0.1,4
472,5.9157814896308345,10,29,1.0,1
473,4.064834598858215,10,29,1.0,2
474,3.479898692810249,10,29,1.0,3
475,3.222780866075772,10,29,1.0,4
476,5.704606254592694,10,29,10.0,1
477,5.704325215586766,10,29,10.0,2
478,5.703889316039472,10,29,10.0,3
479,5.702947119646298,10,29,10.0,4
480,0.012937993824087946,10,30,0.01,1
481,0.010266915233241448,10,30,0.01,2
482,0.01041357293274501,10,30,0.01,3
483,0.013802947262488985,10,30,0.01,4
484,0.9158381616693987,10,30,0.1,1
485,0.8541896235308852,10,30,0.1,2
486,0.786843690796403,10,30,0.1,3
487,0.7183755582154303,10,30,0.1,4
488,6.087245739609013,10,30,1.0,1
489,4.1323383491214205,10,30,1.0,2
490,3.498109862596174,10,30,1.0,3
491,3.2126141215843482,10,30,1.0,4
492,5.704654716419929,10,30,10.0,1
493,5.704355733602314,10,30,10.0,2
494,5.703895320163742,10,30,10.0,3
495,5.702912662190443,10,30,10.0,4
496,0.012567107008743097,10,31,0.01,1
497,0.010019505525482197,10,31,0.01,2
498,0.009937889420394442,10,31,0.01,3
499,0.012993186035933135,10,31,0.01,4
500,0.9289365958829774,10,31,0.1,1
501,0.8744639314418814,10,31,0.1,2
502,0.81588184057336,10,31,0.1,3
503,0.7450715525016145,10,31,0.1,4
504,5.977108578931904,10,31,1.0,1
505,4.110533678267508,10,31,1.0,2
506,3.508348362903255,10,31,1.0,3
507,3.2365960796295075,10,31,1.0,4
508,5.704574891203501,10,31,10.0,1
509,5.7043052643925645,10,31,10.0,2
510,5.703885994095327,10,31,10.0,3
511,5.702984808485748,10,31,10.0,4
512,0.018302546331202617,10,32,0.01,1
513,0.014646100906386985,10,32,0.01,2
514,0.014555176874750858,10,32,0.01,3
515,0.018769686185367007,10,32,0.01,4
516,1.291707163901515,10,32,0.1,1
517,1.2126394932778828,10,32,0.1,2
518,1.0990890158594302,10,32,0.1,3
519,0.9719747093819491,10,32,0.1,4
520,6.205537639360187,10,32,1.0,1
521,4.361419311132278,10,32,1.0,2
522,3.72263067648841,10,32,1.0,3
523,3.4404317854792814,10,32,1.0,4
524,5.7044723347844,10,32,10.0,1
525,5.704219100962369,10,32,10.0,2
526,5.703864403219799,10,32,10.0,3
527,5.703103018784454,10,32,10.0,4
528,0.017122044289820944,10,33,0.01,1
529,0.013709371813759943,10,33,0.01,2
530,0.013990569687971827,10,33,0.01,3
531,0.017940685091211606,10,33,0.01,4
532,1.2453561734588576,10,33,0.1,1
533,1.1497524325800503,10,33,0.1,2
534,1.033292895620527,10,33,0.1,3
535,0.9249034511002776,10,33,0.1,4
536,6.2363745741432375,10,33,1.0,1
537,4.350402962193235,10,33,1.0,2
538,3.695548177837389,10,33,1.0,3
539,3.406622863538542,10,33,1.0,4
540,5.70440579614947,10,33,10.0,1
541,5.704172871497504,10,33,10.0,2
542,5.703852619391673,10,33,10.0,3
543,5.703168269366623,10,33,10.0,4
544,0.013929411735109974,10,34,0.01,1
545,0.010835331511932242,10,34,0.01,2
546,0.010886472651432376,10,34,0.01,3
547,0.014304822323576438,10,34,0.01,4
548,0.9799396711642246,10,34,0.1,1
549,0.9001576596899222,10,34,0.1,2
550,0.8231130681275322,10,34,0.1,3
551,0.7524540082193942,10,34,0.1,4
552,5.942694464361034,10,34,1.0,1
553,4.1141524252709845,10,34,1.0,2
554,3.5021124255580585,10,34,1.0,3
555,3.2307473177689965,10,34,1.0,4
556,5.704612019237904,10,34,10.0,1
557,5.704305091986477,10,34,10.0,2
558,5.703880926103321,10,34,10.0,3
559,5.702958977350805,10,34,10.0,4
560,0.014895020220798458,10,35,0.01,1
561,0.01159363577236633,10,35,0.01,2
562,0.011354308142822102,10,35,0.01,3
563,0.015176861417223186,10,35,0.01,4
564,0.9901650703663372,10,35,0.1,1
565,0.9214085671918831,10,35,0.1,2
566,0.8412496366107303,10,35,0.1,3
567,0.7471593938779266,10,35,0.1,4
568,6.1540261322642795,10,35,1.0,1
569,4.223498288911885,10,35,1.0,2
570,3.56865961199168,10,35,1.0,3
571,3.2767079333855054,10,35,1.0,4
572,5.704479745001648,10,35,10.0,1
573,5.70424479905707,10,35,10.0,2
574,5.703877864162859,10,35,10.0,3
575,5.703089118343702,10,35,10.0,4
576,0.009904100471564684,10,36,0.01,1
577,0.007931605781566778,10,36,0.01,2
578,0.007890880781532494,10,36,0.01,3
579,0.01015801592554677,10,36,0.01,4
580,0.7555337857515279,10,36,0.1,1
581,0.7088569670463843,10,36,0.1,2
582,0.6714296061425509,10,36,0.1,3
583,0.6341289596677706,10,36,0.1,4
584,5.877801453331834,10,36,1.0,1
585,4.004009763943046,10,36,1.0,2
586,3.4097182613897816,10,36,1.0,3
587,3.1455214735641364,10,36,1.0,4
588,5.704583057760046,10,36,10.0,1
589,5.704330625649088,10,36,10.0,2
590,5.703897725264412,10,36,10.0,3
591,5.702962435212221,10,36,10.0,4
592,0.0124154199240956,10,37,0.01,1
593,0.00981537096064853,10,37,0.01,2
594,0.00951193886553339,10,37,0.01,3
595,0.012686259135483269,10,37,0.01,4
596,0.8696546815325441,10,37,0.1,1
597,0.8229551399797039,10,37,0.1,2
598,0.7628392063754187,10,37,0.1,3
599,0.6907333517673546,10,37,0.1,4
600,5.90035122038875,10,37,1.0,1
601,4.046398083264276,10,37,1.0,2
602,3.4562197417180522,10,37,1.0,3
603,3.187110160472128,10,37,1.0,4
604,5.704621702113165,10,37,10.0,1
605,5.704339577789007,10,37,10.0,2
606,5.703895698321146,10,37,10.0,3
607,5.702929394522431,10,37,10.0,4
608,0.02097976484181381,10,38,0.01,1
609,0.01661284198711866,10,38,0.01,2
610,0.01659609793263814,10,38,0.01,3
611,0.021985807151674308,10,38,0.01,4
612,1.336564210721326,10,38,0.1,1
613,1.2308422207650618,10,38,0.1,2
614,1.0819310113733884,10,38,0.1,3
615,0.9276158680778313,10,38,0.1,4
616,6.544403834335839,10,38,1.0,1
617,4.597043247418307,10,38,1.0,2
618,3.820100544304166,10,38,1.0,3
619,3.463527372409403,10,38,1.0,4
620,5.704334133077497,10,38,10.0,1
621,5.704126658002297,10,38,10.0,2
622,5.7038509925154,10,38,10.0,3
623,5.7032702839781555,10,38,10.0,4
624,0.012020508939913356,10,39,0.01,1
625,0.009362794838568039,10,39,0.01,2
626,0.00909201426583354,10,39,0.01,3
627,0.012158284791697227,10,39,0.01,4
628,0.8591682182662481,10,39,0.1,1
629,0.8088483877569371,10,39,0.1,2
630,0.7523923667952611,10,39,0.1,3
631,0.6805829789007651,10,39,0.1,4
632,5.77586228880433,10,39,1.0,1
633,4.002219738071788,10,39,1.0,2
634,3.445630868531199,10,39,1.0,3
635,3.190661565298868,10,39,1.0,4
636,5.704804913530391,10,39,10.0,1
637,5.704434283537549,10,39,10.0,2
638,5.703908811200391,10,39,10.0,3
639,5.702772859692416,10,39,10.0,4
640,0.013364856746102466,10,40,0.01,1
641,0.01056184945683829,10,40,0.01,2
642,0.01059958357490908,10,40,0.01,3
643,0.013842576672736584,10,40,0.01,4
644,0.9641130079485603,10,40,0.1,1
645,0.8992460587361933,10,40,0.1,2
646,0.8331330877397702,10,40,0.1,3
647,0.7597356533753139,10,40,0.1,4
648,6.19069709826794,10,40,1.0,1
649,4.23814294807632,10,40,1.0,2
650,3.5667508760132356,10,40,1.0,3
651,3.2626662382052793,10,40,1.0,4
652,5.704440371623178,10,40,10.0,1
653,5.704207590319056,10,40,10.0,2
654,5.703866553584225,10,40,10.0,3
655,5.703136052713994,10,40,10.0,4
656,0.013900537515934742,10,41,0.01,1
657,0.011061655807063907,10,41,0.01,2
658,0.011107764430144199,10,41,0.01,3
659,0.014356455318187855,10,41,0.01,4
660,1.0424903418630749,10,41,0.1,1
661,0.9795338795065761,10,41,0.1,2
662,0.9048072583971591,10,41,0.1,3
663,0.8232589826516703,10,41,0.1,4
664,6.11642155158863,10,41,1.0,1
665,4.216071140394065,10,41,1.0,2
666,3.5827215081415917,10,41,1.0,3
667,3.304116433992347,10,41,1.0,4
668,5.704555896755667,10,41,10.0,1
669,5.704289218591164,10,41,10.0,2
670,5.703882648869004,10,41,10.0,3
671,5.703018793887183,10,41,10.0,4
672,0.010344714317574095,10,42,0.01,1
673,0.008331446045368113,10,42,0.01,2
674,0.00831415932251117,10,42,0.01,3
675,0.010669372983795,10,42,0.01,4
676,0.8319712977344259,10,42,0.1,1
