,message length,k,rep,tau idx,order
50,0.9382393527407713,10,2,2,3
51,0.839501104997483,10,2,2,4
52,6.45617849621791,10,2,3,1
53,5.895706282168113,10,2,3,2
54,5.532548951086359,10,2,3,3
55,5.1686847812172685,10,2,3,4
56,5.703782474656199,10,2,4,1
57,5.703782474656202,10,2,4,2
58,5.703782474656202,10,2,4,3
59,5.703782474656201,10,2,4,4
60,1.720748225703811e-06,10,3,0,1
61,1.3266066852361813e-06,10,3,0,2
62,1.2801437507224678e-06,10,3,0,3
63,1.7731978685375793e-06,10,3,0,4
64,0.0016621669254914262,10,3,1,1
65,0.001292043813598303,10,3,1,2
66,0.001256717975823548,10,3,1,3
67,0.001712458671017103,10,3,1,4
68,1.0889100616581284,10,3,2,1
69,1.0241645551756353,10,3,2,2
70,0.9306914787299181,10,3,2,3
71,0.8281582794905438,10,3,2,4
72,6.478394446011132,10,3,3,1
73,5.8904923560388145,10,3,3,2
74,5.513963023188153,10,3,3,3
75,5.154814304205612,10,3,3,4
76,5.703782474656199,10,3,4,1
77,5.703782474656198,10,3,4,2
78,5.703782474656199,10,3,4,3
79,5.703782474656201,10,3,4,4
80,1.8598949710138535e-06,10,4,0,1
81,1.4132141965376988e-06,10,4,0,2
82,1.3668899140339974e-06,10,4,0,3
83,1.957933442930937e-06,10,4,0,4
84,0.001656242063054824,10,4,1,1
85,0.0012676885252849018,10,4,1,2
86,0.0012372989988821727,10,4,1,3
87,0.0017393121196036532,10,4,1,4
88,0.922450832071651,10,4,2,1
89,0.8513174353745991,10,4,2,2
90,0.7739978762627927,10,4,2,3
91,0.696031178181002,10,4,2,4
92,6.564384213652669,10,4,3,1
93,5.925962130405272,10,4,3,2
94,5.503333188686803,10,4,3,3
95,5.0897869622846805,10,4,3,4
96,5.7037824746562,10,4,4,1
97,5.703782474656199,10,4,4,2
98,5.7037824746562,10,4,4,3
99,5.703782474656201,10,4,4,4
100,2.351415209239649e-06,10,5,0,1
101,1.8448486306110734e-06,10,5,0,2
102,1.790671370630742e-06,10,5,0,3
103,2.4647617919981712e-06,10,5,0,4
104,0.0022203771539842238,10,5,1,1
105,0.0017585028111557766,10,5,1,2
106,0.0017178179335246777,10,5,1,3
107,0.0023234931811888515,10,5,1,4
108,1.4147737171636878,10,5,2,1
109,1.327290254056226,10,5,2,2
110,1.1916735231265017,10,5,2,3
111,1.0303175389744643,10,5,2,4
112,6.3188581412754825,10,5,3,1
113,5.860193417478288,10,5,3,2
114,5.572482107396816,10,5,3,3
115,5.283524697805145,10,5,3,4
116,5.703782474656198,10,5,4,1
117,5.703782474656198,10,5,4,2
118,5.703782474656202,10,5,4,3
119,5.703782474656201,10,5,4,4
120,2.104853893975661e-06,10,6,0,1
121,1.6549556574978197e-06,10,6,0,2
122,1.612983968272974e-06,10,6,0,3
123,2.215163206642501e-06,10,6,0,4
124,0.001885528782068241,10,6,1,1
125,0.0014952705278138308,10,6,1,2
126,0.0014665751440389174,10,6,1,3
127,0.0019810802065984845,10,6,1,4
128,1.1596927854286703,10,6,2,1
129,1.098546391531248,10,6,2,2
130,1.0013016804779933,10,6,2,3
131,0.885320457182039,10,6,2,4
132,6.373325861043288,10,6,3,1
133,5.878298409102869,10,6,3,2
134,5.558709395434112,10,6,3,3
135,5.233827067368038,10,6,3,4
136,5.7037824746562,10,6,4,1
137,5.703782474656199,10,6,4,2
138,5.703782474656199,10,6,4,3
139,5.703782474656201,10,6,4,4
140,1.9558106965772426e-06,10,7,0,1
141,1.498130652005658e-06,10,7,0,2
142,1.4144632055658468e-06,10,7,0,3
143,2.028787763563855e-06,10,7,0,4
144,0.0018198553725843614,10,7,1,1
145,0.0014049027995536832,10,7,1,2
146,0.0013387546180465767,10,7,1,3
147,0.001882857406717342,10,7,1,4
148,1.032865247667557,10,7,2,1
149,0.974150160917058,10,7,2,2
150,0.8863281978209034,10,7,2,3
151,0.7702882489823066,10,7,2,4
152,6.523406575172975,10,7,3,1
153,5.898409918335247,10,7,3,2
154,5.496246660540339,10,7,3,3
155,5.116787763055989,10,7,3,4
156,5.703782474656199,10,7,4,1
157,5.703782474656199,10,7,4,2
158,5.703782474656201,10,7,4,3
159,5.703782474656201,10,7,4,4
160,2.0461297525094235e-06,10,8,0,1
161,1.5976027986121244e-06,10,8,0,2
162,1.5940633037204999e-06,10,8,0,3
163,2.1529328240177392e-06,10,8,0,4
164,0.001845474827558518,10,8,1,1
165,0.0014535655375061754,10,8,1,2
166,0.001458166735139807,10,8,1,3
167,0.0019415326837215474,10,8,1,4
168,1.194239590417089,10,8,2,1
169,1.1099244703889326,10,8,2,2
170,1.0089355367760244,10,8,2,3
171,0.9045655547178848,10,8,2,4
172,6.379339406926536,10,8,3,1
173,5.877666577445529,10,8,3,2
174,5.551079104300416,10,8,3,3
175,5.2229496483652635,10,8,3,4
176,5.703782474656197,10,8,4,1
177,5.703782474656198,10,8,4,2
178,5.703782474656199,10,8,4,3
179,5.703782474656201,10,8,4,4
180,2.0175942347100406e-06,10,9,0,1
181,1.5732344925169228e-06,10,9,0,2
182,1.4863262924429133e-06,10,9,0,3
183,2.0619990799275456e-06,10,9,0,4
184,0.0017586674333797923,10,9,1,1
185,0.001382781181081389,10,9,1,2
186,0.001316685081082708,10,9,1,3
187,0.0017958311910257763,10,9,1,4
188,1.0059960339906213,10,9,2,1
189,0.9641493750208843,10,9,2,2
190,0.8854010900924004,10,9,2,3
191,0.7822133168363994,10,9,2,4
192,6.428284484410394,10,9,3,1
193,5.89550340314727,10,9,3,2
194,5.550950899479885,10,9,3,3
195,5.194331325067235,10,9,3,4
196,5.703782474656199,10,9,4,1
197,5.703782474656201,10,9,4,2
198,5.703782474656198,10,9,4,3
199,5.703782474656201,10,9,4,4
200,2.0720247473418607e-06,10,10,0,1
201,1.5936196139827719e-06,10,10,0,2
202,1.5717559749134358e-06,10,10,0,3
203,2.168728778784157e-06,10,10,0,4
204,0.0018971951565270838,10,10,1,1
205,0.0014720342171603493,10,10,1,2
206,0.001461136086889428,10,10,1,3
207,0.0019835191210297864,10,10,1,4
208,1.1872105297251216,10,10,2,1
209,1.1007308488413814,10,10,2,2
210,0.9933083574079551,10,10,2,3
211,0.882350888916875,10,10,2,4
212,6.423126025164787,10,10,3,1
213,5.886286757717364,10,10,3,2
214,5.531365906420467,10,10,3,3
215,5.183993472487041,10,10,3,4
216,5.7037824746562,10,10,4,1
217,5.7037824746562,10,10,4,2
218,5.703782474656199,10,10,4,3
219,5.703782474656201,10,10,4,4
220,2.0457402843260253e-06,10,11,0,1
221,1.6112575242158145e-06,10,11,0,2
222,1.5543865966201331e-06,10,11,0,3
223,2.1349000043358046e-06,10,11,0,4
224,0.0019614805981216787,10,11,1,1
225,0.0015598247854372894,10,11,1,2
226,0.0015176076572363424,10,11,1,3
227,0.0020452638925050337,10,11,1,4
228,1.297624187547822,10,11,2,1
229,1.2277432163759159,10,11,2,2
230,1.121994686139441,10,11,2,3
231,0.9904987306669515,10,11,2,4
232,6.346845252680963,10,11,3,1
233,5.8657370752253915,10,11,3,2
234,5.559432727483056,10,11,3,3
235,5.258336742613238,10,11,3,4
236,5.7037824746562,10,11,4,1
237,5.703782474656202,10,11,4,2
238,5.703782474656201,10,11,4,3
239,5.703782474656201,10,11,4,4
240,2.3796732821906863e-06,10,12,0,1
241,1.8538614573321288e-06,10,12,0,2
242,1.8505852745938356e-06,10,12,0,3
243,2.517334397822424e-06,10,12,0,4
244,0.0021707410588374214,10,12,1,1
245,0.0017076479100455143,10,12,1,2
246,0.0017143023522523948,10,12,1,3
247,0.0022933835947229753,10,12,1,4
248,1.3686770511638453,10,12,2,1
249,1.2691383827486673,10,12,2,2
250,1.1340253057734162,10,12,2,3
251,0.9997498935192484,10,12,2,4
252,6.315975747836168,10,12,3,1
253,5.8673328171686405,10,12,3,2
254,5.580903602795396,10,12,3,3
255,5.284445728116966,10,12,3,4
256,5.7037824746562,10,12,4,1
257,5.703782474656202,10,12,4,2
258,5.703782474656201,10,12,4,3
259,5.703782474656201,10,12,4,4
260,2.0791269060745077e-06,10,13,0,1
261,1.6048951928249178e-06,10,13,0,2
262,1.5453543083347732e-06,10,13,0,3
263,2.2166401354439813e-06,10,13,0,4
264,0.002005448284387718,10,13,1,1
265,0.001560103018346349,10,13,1,2
266,0.0015141534577515457,10,13,1,3
267,0.0021314378463515027,10,13,1,4
268,1.1647383006353653,10,13,2,1
269,1.0744758647477972,10,13,2,2
270,0.9558092367487531,10,13,2,3
271,0.8190396338222516,10,13,2,4
272,6.426894796947836,10,13,3,1
273,5.894532279277424,10,13,3,2
274,5.551824521411095,10,13,3,3
275,5.203889162173208,10,13,3,4
276,5.703782474656198,10,13,4,1
277,5.703782474656198,10,13,4,2
278,5.703782474656198,10,13,4,3
279,5.703782474656201,10,13,4,4
280,2.136621039927622e-06,10,14,0,1
281,1.6591552113448538e-06,10,14,0,2
282,1.6089789941185761e-06,10,14,0,3
283,2.2630742995133346e-06,10,14,0,4
284,0.002024698179961107,10,14,1,1
285,0.001586039280349328,10,14,1,2
286,0.0015500691357428521,10,14,1,3
287,0.002139888618998498,10,14,1,4
288,1.223576250142114,10,14,2,1
289,1.1485124575081402,10,14,2,2
290,1.0286845768201143,10,14,2,3
291,0.8947485622582496,10,14,2,4
292,6.345223284886658,10,14,3,1
293,5.871405778445296,10,14,3,2
294,5.571554965698752,10,14,3,3
295,5.266822916604495,10,14,3,4
296,5.703782474656201,10,14,4,1
297,5.7037824746562,10,14,4,2
298,5.703782474656201,10,14,4,3
299,5.703782474656201,10,14,4,4
300,2.498390064629985e-06,10,15,0,1
301,1.987157819505897e-06,10,15,0,2
302,1.966960108384236e-06,10,15,0,3
303,2.6092638583108396e-06,10,15,0,4
304,0.002163565045761772,10,15,1,1
305,0.0017392055937484538,10,15,1,2
306,0.0017290696790643774,10,15,1,3
307,0.0022610321767979613,10,15,1,4
308,1.3719537121171752,10,15,2,1
309,1.312055926635434,10,15,2,2
310,1.1987148262956093,10,15,2,3
311,1.0617182836116443,10,15,2,4
312,6.326892083635087,10,15,3,1
313,5.867980082208857,10,15,3,2
314,5.573492876688988,10,15,3,3
315,5.273893514069376,10,15,3,4
316,5.703782474656198,10,15,4,1
317,5.7037824746562,10,15,4,2
318,5.703782474656199,10,15,4,3
319,5.703782474656201,10,15,4,4
320,1.9957748928975394e-06,10,16,0,1
321,1.5376490764933137e-06,10,16,0,2
322,1.4526641955586728e-06,10,16,0,3
323,2.0865959937665934e-06,10,16,0,4
324,0.001873636719023783,10,16,1,1
325,0.0014535197494107074,10,16,1,2
326,0.0013871818325386434,10,16,1,3
327,0.0019511683871638041,10,16,1,4
328,1.1069681391549548,10,16,2,1
329,1.0211363813463905,10,16,2,2
330,0.925930388795739,10,16,2,3
331,0.8078542457330498,10,16,2,4
332,6.4743804739003465,10,16,3,1
333,5.896127074019095,10,16,3,2
334,5.515040898950909,10,16,3,3
335,5.144729247984608,10,16,3,4
336,5.703782474656197,10,16,4,1
337,5.703782474656199,10,16,4,2
338,5.703782474656201,10,16,4,3
339,5.703782474656201,10,16,4,4
340,2.4577346870481576e-06,10,17,0,1
341,1.9317140749451622e-06,10,17,0,2
342,1.9182560896634226e-06,10,17,0,3
343,2.597676105331459e-06,10,17,0,4
344,0.0020844875570886663,10,17,1,1
345,0.001654392845418847,10,17,1,2
346,0.0016533736542513368,10,17,1,3
347,0.0022027329954781294,10,17,1,4
348,1.2534179963771346,10,17,2,1
349,1.1732516757189568,10,17,2,2
350,1.0667931637276893,10,17,2,3
351,0.9554136363850283,10,17,2,4
352,6.4470380354458765,10,17,3,1
353,5.897907642534688,10,17,3,2
354,5.5481036623572475,10,17,3,3
355,5.198717080249278,10,17,3,4
356,5.703782474656201,10,17,4,1
357,5.703782474656203,10,17,4,2
358,5.703782474656201,10,17,4,3
359,5.703782474656201,10,17,4,4
360,2.0625059376430666e-06,10,18,0,1
361,1.621994680813671e-06,10,18,0,2
362,1.6264148111344578e-06,10,18,0,3
363,2.179792058853991e-06,10,18,0,4
364,0.0018575051767473413,10,18,1,1
365,0.001475247600472497,10,18,1,2
366,0.0014870372510511452,10,18,1,3
367,0.0019630036230378067,10,18,1,4
368,1.1847880113077376,10,18,2,1
369,1.1190106570813763,10,18,2,2
370,1.0257278015108777,10,18,2,3
371,0.9305937594242089,10,18,2,4
372,6.28682793057922,10,18,3,1
373,5.85900127139793,10,18,3,2
374,5.583700421210672,10,18,3,3
375,5.2960954618385,10,18,3,4
376,5.7037824746562,10,18,4,1
377,5.7037824746562,10,18,4,2
378,5.703782474656199,10,18,4,3
379,5.703782474656201,10,18,4,4
380,2.203182942563109e-06,10,19,0,1
381,1.7227159438346074e-06,10,19,0,2
382,1.7228133016439218e-06,10,19,0,3
383,2.2699555231042723e-06,10,19,0,4
384,0.0019252018557287982,10,19,1,1
385,0.0015197990300569036,10,19,1,2
386,0.0015275130052972465,10,19,1,3
387,0.001985370493132521,10,19,1,4
388,1.265978957725922,10,19,2,1
389,1.1769550778319278,10,19,2,2
390,1.080673499133354,10,19,2,3
391,0.9771716198699583,10,19,2,4
392,6.392220956166867,10,19,3,1
393,5.881425908221861,10,19,3,2
394,5.552211632916324,10,19,3,3
395,5.219803765119663,10,19,3,4
396,5.703782474656198,10,19,4,1
397,5.703782474656199,10,19,4,2
398,5.7037824746562,10,19,4,3
399,5.703782474656201,10,19,4,4
400,2.7587787231296568e-06,10,20,0,1
401,2.1380552442697154e-06,10,20,0,2
402,2.0652866530405933e-06,10,20,0,3
403,2.7906475157379873e-06,10,20,0,4
404,0.0023380231859236496,10,20,1,1
405,0.0018323575817434136,10,20,1,2
406,0.0017823987043288185,10,20,1,3
407,0.002366905552506182,10,20,1,4
408,1.366042609778947,10,20,2,1
409,1.3004765278985178,10,20,2,2
410,1.1881443299612222,10,20,2,3
411,1.0448191545219085,10,20,2,4
412,6.341235592958272,10,20,3,1
413,5.869277704727681,10,20,3,2
414,5.564759164723746,10,20,3,3
415,5.256658075002791,10,20,3,4
416,5.703782474656198,10,20,4,1
417,5.703782474656198,10,20,4,2
418,5.703782474656202,10,20,4,3
419,5.703782474656201,10,20,4,4
420,2.191324503023756e-06,10,21,0,1
421,1.7044562426425658e-06,10,21,0,2
422,1.6514946307999434e-06,10,21,0,3
423,2.281469177134454e-06,10,21,0,4
424,0.0020223738667697784,10,21,1,1
425,0.001586504914756183,10,21,1,2
426,0.001548450446768334,10,21,1,3
427,0.0021013563534220125,10,21,1,4
428,1.255887325997557,10,21,2,1
429,1.1654029101683958,10,21,2,2
430,1.0514957784840915,10,21,2,3
431,0.9208628420381455,10,21,2,4
432,6.343345709392909,10,21,3,1
433,5.85918872170084,10,21,3,2
434,5.540072464338614,10,21,3,3
435,5.223479603416524,10,21,3,4
436,5.7037824746562,10,21,4,1
437,5.703782474656202,10,21,4,2
438,5.703782474656204,10,21,4,3
439,5.703782474656201,10,21,4,4
440,2.030785590599604e-06,10,22,0,1
441,1.5836211906504472e-06,10,22,0,2
442,1.553463397835353e-06,10,22,0,3
443,2.129160727726287e-06,10,22,0,4
444,0.0019469031145470592,10,22,1,1
445,0.0015317767690497704,10,22,1,2
446,0.0015112584906886786,10,22,1,3
447,0.0020390371418379516,10,22,1,4
448,1.2631160212731767,10,22,2,1
449,1.1926090827314413,10,22,2,2
450,1.078864900954923,10,22,2,3
451,0.9452351185053294,10,22,2,4
452,6.325067939190317,10,22,3,1
453,5.866684961844573,10,22,3,2
454,5.576073025557798,10,22,3,3
455,5.278521507460943,10,22,3,4
456,5.7037824746562,10,22,4,1
457,5.703782474656201,10,22,4,2
458,5.7037824746562,10,22,4,3
459,5.703782474656201,10,22,4,4
460,2.1084944094064417e-06,10,23,0,1
461,1.6567789729027282e-06,10,23,0,2
462,1.630589920108283e-06,10,23,0,3
463,2.192538723022608e-06,10,23,0,4
464,0.001976843045807891,10,23,1,1
465,0.001568085992757217,10,23,1,2
466,0.001552453657104335,10,23,1,3
467,0.0020559054774640373,10,23,1,4
468,1.3193903157945024,10,23,2,1
469,1.2448669515747686,10,23,2,2
470,1.1305540743484213,10,23,2,3
471,1.001715390448254,10,23,2,4
472,6.288741655569337,10,23,3,1
473,5.854178128882867,10,23,3,2
474,5.569337578587936,10,23,3,3
475,5.28091050521346,10,23,3,4
476,5.703782474656199,10,23,4,1
477,5.703782474656199,10,23,4,2
478,5.703782474656202,10,23,4,3
479,5.703782474656201,10,23,4,4
480,2.2878351757099624e-06,10,24,0,1
481,1.7636132170345542e-06,10,24,0,2
482,1.7324977919334905e-06,10,24,0,3
483,2.3743004522458477e-06,10,24,0,4
484,0.0020422776361578576,10,24,1,1
485,0.0015900429196001667,10,24,1,2
486,0.0015714561276386242,10,24,1,3
487,0.002118650455400939,10,24,1,4
488,1.242761324810001,10,24,2,1
489,1.1614459280220066,10,24,2,2
490,1.0557822621754027,10,24,2,3
491,0.9360397279457899,10,24,2,4
492,6.413039374950653,10,24,3,1
493,5.890624529124228,10,24,3,2
494,5.56457615174257,10,24,3,3
495,5.232017141783968,10,24,3,4
496,5.703782474656199,10,24,4,1
497,5.7037824746562,10,24,4,2
498,5.703782474656201,10,24,4,3
499,5.703782474656201,10,24,4,4
500,2.4959998880004497e-06,10,25,0,1
501,1.922874098989058e-06,10,25,0,2
502,1.8946216066711985e-06,10,25,0,3
503,2.544528451053907e-06,10,25,0,4
504,0.0022193883245508056,10,25,1,1
505,0.001728956722607592,10,25,1,2
506,0.0017128807655692468,10,25,1,3
507,0.002264980000726169,10,25,1,4
508,1.368136775953247,10,25,2,1
509,1.284210498925264,10,25,2,2
510,1.1688767253978551,10,25,2,3
511,1.0337358468001527,10,25,2,4
512,6.29217581094496,10,25,3,1
513,5.858434333175632,10,25,3,2
514,5.5774049895835685,10,25,3,3
515,5.2869691447396185,10,25,3,4
516,5.703782474656199,10,25,4,1
517,5.703782474656198,10,25,4,2
518,5.703782474656199,10,25,4,3
519,5.703782474656201,10,25,4,4
520,2.346376765417768e-06,10,26,0,1
521,1.8187043320377905e-06,10,26,0,2
522,1.7708573666064265e-06,10,26,0,3
523,2.4372675273554023e-06,10,26,0,4
524,0.0021841036382993055,10,26,1,1
525,0.0017100451140222676,10,26,1,2
526,0.0016770965417838672,10,26,1,3
527,0.0022677555625367773,10,26,1,4
528,1.3505162742528594,10,26,2,1
529,1.2575545803319603,10,26,2,2
530,1.1307132010801857,10,26,2,3
531,0.9881796860902865,10,26,2,4
532,6.296892836053121,10,26,3,1
533,5.8585544700406125,10,26,3,2
534,5.578306230002225,10,26,3,3
535,5.288486512453419,10,26,3,4
536,5.7037824746562,10,26,4,1
537,5.703782474656201,10,26,4,2
538,5.703782474656201,10,26,4,3
539,5.703782474656201,10,26,4,4
540,2.3640944529328134e-06,10,27,0,1
541,1.872572766441899e-06,10,27,0,2
542,1.8840326183669487e-06,10,27,0,3
543,2.520949682782714e-06,10,27,0,4
544,0.0020280371770875147,10,27,1,1
545,0.0016231757982187976,10,27,1,2
546,0.001641302139864003,10,27,1,3
547,0.002162018957916345,10,27,1,4
548,1.2868337376367864,10,27,2,1
549,1.2127360995490366,10,27,2,2
550,1.1072885797122252,10,27,2,3
551,0.9962223656207767,10,27,2,4
552,6.461240079291609,10,27,3,1
553,5.896454861457216,10,27,3,2
554,5.537450550913684,10,27,3,3
555,5.178254135505533,10,27,3,4
556,5.703782474656199,10,27,4,1
557,5.703782474656201,10,27,4,2
558,5.7037824746562,10,27,4,3
559,5.703782474656201,10,27,4,4
560,2.2104914564578804e-06,10,28,0,1
561,1.7000573910991301e-06,10,28,0,2
562,1.645427413331929e-06,10,28,0,3
563,2.3452857877970246e-06,10,28,0,4
564,0.0019579667890341663,10,28,1,1
565,0.0015179756180878322,10,28,1,2
566,0.0014815966484480574,10,28,1,3
567,0.0020719835859051017,10,28,1,4
568,1.0846548621090966,10,28,2,1
569,1.0112311603722544,10,28,2,2
570,0.9068530716358684,10,28,2,3
571,0.7939504800146899,10,28,2,4
572,6.524341806726679,10,28,3,1
573,5.903349248153178,10,28,3,2
574,5.497396402068577,10,28,3,3
575,5.117335657637094,10,28,3,4
576,5.703782474656202,10,28,4,1
577,5.703782474656203,10,28,4,2
578,5.703782474656202,10,28,4,3
579,5.703782474656201,10,28,4,4
580,1.5948143204866372e-06,10,29,0,1
581,1.2546630588465557e-06,10,29,0,2
582,1.2056156225501158e-06,10,29,0,3
583,1.6590888112233415e-06,10,29,0,4
584,0.0014821534071939452,10,29,1,1
585,0.0011754932746271887,10,29,1,2
586,0.0011382196439944786,10,29,1,3
587,0.0015410260769925799,10,29,1,4
588,0.9908805533857332,10,29,2,1
589,0.9467741173962017,10,29,2,2
590,0.8850736285246947,10,29,2,3
591,0.8000169925348928,10,29,2,4
592,6.508196574771429,10,29,3,1
593,5.900907795070834,10,29,3,2
594,5.513048826694765,10,29,3,3
595,5.134302979098264,10,29,3,4
596,5.703782474656198,10,29,4,1
597,5.7037824746562,10,29,4,2
598,5.703782474656201,10,29,4,3
599,5.703782474656201,10,29,4,4
600,2.1675997906450695e-06,10,30,0,1
601,1.7040568423658253e-06,10,30,0,2
602,1.67966982298276e-06,10,30,0,3
603,2.2674214523732417e-06,10,30,0,4
604,0.0019415137385761817,10,30,1,1
605,0.0015413251209972709,10,30,1,2
606,0.001529772536889705,10,30,1,3
607,0.002028813450883682,10,30,1,4
608,1.263826942099312,10,30,2,1
609,1.1989277015206499,10,30,2,2
610,1.1029008564771363,10,30,2,3
611,0.9897099721637019,10,30,2,4
612,6.323485036123199,10,30,3,1
613,5.8605522087068955,10,30,3,2
614,5.5667940126358895,10,30,3,3
615,5.271102529257154,10,30,3,4
616,5.703782474656199,10,30,4,1
617,5.703782474656198,10,30,4,2
618,5.7037824746562,10,30,4,3
619,5.703782474656201,10,30,4,4
620,2.4030559281941477e-06,10,31,0,1
621,1.8513629712821333e-06,10,31,0,2
622,1.8703066515315947e-06,10,31,0,3
623,2.515657313573172e-06,10,31,0,4
624,0.0020300563910805834,10,31,1,1
625,0.001579225063823176,10,31,1,2
626,0.001602586406131437,10,31,1,3
627,0.0021252597412662055,10,31,1,4
628,1.2085480873308683,10,31,2,1
629,1.114818409388376,10,31,2,2
630,1.0102280580036123,10,31,2,3
631,0.9096175912795301,10,31,2,4
632,6.435851781641021,10,31,3,1
633,5.89740735687404,10,31,3,2
634,5.54796436668608,10,31,3,3
635,5.198128521483649,10,31,3,4
636,5.7037824746562,10,31,4,1
637,5.7037824746562,10,31,4,2
638,5.703782474656201,10,31,4,3
639,5.703782474656201,10,31,4,4
640,2.196574204953866e-06,10,32,0,1
641,1.7030251422377185e-06,10,32,0,2
642,1.6904288439173465e-06,10,32,0,3
643,2.2626750428855757e-06,10,32,0,4
644,0.0019461816598229861,10,32,1,1
645,0.001524367900476272,10,32,1,2
646,0.0015209362663831452,10,32,1,3
647,0.0020060624165978425,10,32,1,4
648,1.2272134834401704,10,32,2,1
649,1.161446343672967,10,32,2,2
650,1.064196967612706,10,32,2,3
651,0.9556610543280399,10,32,2,4
652,6.351978928577109,10,32,3,1
653,5.876020864456801,10,32,3,2
654,5.5704726590174545,10,32,3,3
655,5.253762538272907,10,32,3,4
656,5.7037824746562,10,32,4,1
657,5.7037824746562,10,32,4,2
658,5.703782474656202,10,32,4,3
659,5.703782474656201,10,32,4,4
660,1.8857701666874505e-06,10,33,0,1
661,1.4646061450677983e-06,10,33,0,2
662,1.4151329461656315e-06,10,33,0,3
663,1.9675803732965846e-06,10,33,0,4
664,0.0016561023236325023,10,33,1,1
665,0.0012963845057893005,10,33,1,2
666,0.0012629538254781587,10,33,1,3
667,0.0017262068265591068,10,33,1,4
668,0.9318550125960924,10,33,2,1
669,0.8819373792126586,10,33,2,2
670,0.8202761603725689,10,33,2,3
671,0.7393905648432053,10,33,2,4
672,6.529891130821307,10,33,3,1
673,5.924765540928752,10,33,3,2
674,5.532127719315645,10,33,3,3
675,5.135156326098702,10,33,3,4
676,5.703782474656199,10,33,4,1
677,5.703782474656198,10,33,4,2
678,5.703782474656201,10,33,4,3
679,5.703782474656201,10,33,4,4
680,2.06719526226265e-06,10,34,0,1
681,1.5836190167747843e-06,10,34,0,2
682,1.5326151516850683e-06,10,34,0,3
683,2.1822268214677365e-06,10,34,0,4
684,0.0018430484316190772,10,34,1,1
685,0.0014232776568225587,10,34,1,2
686,0.0013889589766669756,10,34,1,3
687,0.0019409195501340903,10,34,1,4
688,1.0268739688958277,10,34,2,1
689,0.9580642401041608,10,34,2,2
690,0.8650631654759234,10,34,2,3
691,0.7636362671618393,10,34,2,4
692,6.495291458336066,10,34,3,1
693,5.909019734936048,10,34,3,2
694,5.524699552371382,10,34,3,3
695,5.146525752431852,10,34,3,4
696,5.703782474656198,10,34,4,1
697,5.703782474656199,10,34,4,2
698,5.7037824746562,10,34,4,3
699,5.703782474656201,10,34,4,4
700,1.7569118176685716e-06,10,35,0,1
701,1.3629476695378728e-06,10,35,0,2
702,1.3171848535394048e-06,10,35,0,3
703,1.7966009231429325e-06,10,35,0,4
704,0.0017628908451616312,10,35,1,1
705,0.001380968191225039,10,35,1,2
706,0.0013435743781316026,10,35,1,3
707,0.0018023712469625863,10,35,1,4
708,1.2630914794792274,10,35,2,1
709,1.2033619323986233,10,35,2,2
710,1.102225783164608,10,35,2,3
711,0.9774049398797535,10,35,2,4
712,6.404306232995626,10,35,3,1
713,5.8771516388114415,10,35,3,2
714,5.543167735966469,10,35,3,3
715,5.2195524574807255,10,35,3,4
716,5.703782474656198,10,35,4,1
717,5.703782474656203,10,35,4,2
718,5.7037824746562,10,35,4,3
719,5.703782474656201,10,35,4,4
720,2.214831149077029e-06,10,36,0,1
721,1.7393448962371716e-06,10,36,0,2
722,1.7197066605710576e-06,10,36,0,3
723,2.325829061788909e-06,10,36,0,4
