,message length,density,rep,tau idx,order
219,4.605170185988092,5,10,4,4
220,2.8251367075737832e-06,5,11,0,1
221,2.2063341582195806e-06,5,11,0,2
222,1.92503277617051e-06,5,11,0,3
223,1.5251956071438144e-06,5,11,0,4
224,0.0014004953759979705,5,11,1,1
225,0.0010849496353613,5,11,1,2
226,0.0009437830683418982,5,11,1,3
227,0.0007410637060081271,5,11,1,4
228,0.4214582352980786,5,11,2,1
229,0.2900524644059195,5,11,2,2
230,0.23470920291994568,5,11,2,3
231,0.15621656083409974,5,11,2,4
232,4.452588868294654,5,11,3,1
233,4.709337054343911,5,11,3,2
234,4.556978628774759,5,11,3,3
235,4.393797684232161,5,11,3,4
236,4.605170185988093,5,11,4,1
237,4.605170185988089,5,11,4,2
238,4.60517018598809,5,11,4,3
239,4.605170185988092,5,11,4,4
240,2.016622134670687e-06,5,12,0,1
241,1.5238578024989735e-06,5,12,0,2
242,1.50550824681156e-06,5,12,0,3
243,1.2379114373572975e-06,5,12,0,4
244,0.0012649983172887541,5,12,1,1
245,0.0009407675388275957,5,12,1,2
246,0.0009236926877431648,5,12,1,3
247,0.0007545481951760635,5,12,1,4
248,0.39964748594238675,5,12,2,1
249,0.23660647710488522,5,12,2,2
250,0.1957003605472785,5,12,2,3
251,0.13463694939447013,5,12,2,4
252,4.3394904866514015,5,12,3,1
253,4.6605394565146945,5,12,3,2
254,4.57124910410071,5,12,3,3
255,4.418172216684438,5,12,3,4
256,4.605170185988093,5,12,4,1
257,4.605170185988092,5,12,4,2
258,4.605170185988092,5,12,4,3
259,4.605170185988092,5,12,4,4
260,4.411010441393581e-06,5,13,0,1
261,2.741811512836645e-06,5,13,0,2
262,2.601517351111249e-06,5,13,0,3
263,2.0715247170954854e-06,5,13,0,4
264,0.003561892552718937,5,13,1,1
265,0.002214168849878448,5,13,1,2
266,0.0020854858307944937,5,13,1,3
267,0.001653589029301017,5,13,1,4
268,1.348619295840765,5,13,2,1
269,0.9211708235057852,5,13,2,2
270,0.6957511934613967,5,13,2,3
271,0.5434070619550413,5,13,2,4
272,4.811875723273897,5,13,3,1
273,4.666054814438985,5,13,3,2
274,4.564751194250836,5,13,3,3
275,4.470656210613223,5,13,3,4
276,4.605170185988089,5,13,4,1
277,4.605170185988089,5,13,4,2
278,4.605170185988089,5,13,4,3
279,4.605170185988092,5,13,4,4
280,3.349048036255242e-06,5,14,0,1
281,2.2950240274807743e-06,5,14,0,2
282,2.130666003928583e-06,5,14,0,3
283,1.6348610234473426e-06,5,14,0,4
284,0.0015297577478877444,5,14,1,1
285,0.0010423771069273807,5,14,1,2
286,0.0009633019564919895,5,14,1,3
287,0.000735545764034562,5,14,1,4
288,0.45182861047810796,5,14,2,1
289,0.28684912387829753,5,14,2,2
290,0.23811944715676464,5,14,2,3
291,0.16580743204034398,5,14,2,4
292,4.229359553704517,5,14,3,1
293,4.5816372986799765,5,14,3,2
294,4.591212442243309,5,14,3,3
295,4.471790690031534,5,14,3,4
296,4.605170185988091,5,14,4,1
297,4.605170185988089,5,14,4,2
298,4.6051701859880865,5,14,4,3
299,4.605170185988092,5,14,4,4
300,4.434280363063703e-06,5,15,0,1
301,2.850551984033556e-06,5,15,0,2
302,2.690385070280854e-06,5,15,0,3
303,2.115218824094711e-06,5,15,0,4
304,0.0023185381549138406,5,15,1,1
305,0.0014846421890657435,5,15,1,2
306,0.0013897368872218957,5,15,1,3
307,0.0010927586558899804,5,15,1,4
308,0.6779736509432196,5,15,2,1
309,0.42078704019573376,5,15,2,2
310,0.3235948184006461,5,15,2,3
311,0.24753196636000485,5,15,2,4
312,4.3454397879456845,5,15,3,1
313,4.661165443841564,5,15,3,2
314,4.585869653696485,5,15,3,3
315,4.500835238666019,5,15,3,4
316,4.605170185988091,5,15,4,1
317,4.605170185988093,5,15,4,2
318,4.6051701859880945,5,15,4,3
319,4.605170185988092,5,15,4,4
320,2.0939080937892873e-06,5,16,0,1
321,1.5677724301554896e-06,5,16,0,2
322,1.600319188825583e-06,5,16,0,3
323,1.2373909639151748e-06,5,16,0,4
324,0.0013344634861063506,5,16,1,1
325,0.0009881812438844798,5,16,1,2
326,0.0010046898273196325,5,16,1,3
327,0.000771802950486844,5,16,1,4
328,0.39580821946390954,5,16,2,1
329,0.2463828968584221,5,16,2,2
330,0.21848304050547296,5,16,2,3
331,0.14618212902349725,5,16,2,4
332,4.7462081000471645,5,16,3,1
333,4.679882002726351,5,16,3,2
334,4.581915930828167,5,16,3,3
335,4.457705714139791,5,16,3,4
336,4.605170185988093,5,16,4,1
337,4.605170185988091,5,16,4,2
338,4.605170185988093,5,16,4,3
339,4.605170185988092,5,16,4,4
340,4.003276369485276e-06,5,17,0,1
341,2.7435734687789037e-06,5,17,0,2
342,2.3932770352314003e-06,5,17,0,3
343,2.3144164646993204e-06,5,17,0,4
344,0.0020909090349862797,5,17,1,1
345,0.0014240706821284366,5,17,1,2
346,0.001236503101592533,5,17,1,3
347,0.0011864560923831036,5,17,1,4
348,0.5628764106936041,5,17,2,1
349,0.35979971107253833,5,17,2,2
350,0.2732215350519066,5,17,2,3
351,0.21406870676924594,5,17,2,4
352,4.684268508669775,5,17,3,1
353,4.464747408828419,5,17,3,2
354,4.592419819286177,5,17,3,3
355,4.491365170945131,5,17,3,4
356,4.605170181512518,5,17,4,1
357,4.605170185988091,5,17,4,2
358,4.60517018598809,5,17,4,3
359,4.605170185988092,5,17,4,4
360,5.43248139105168e-06,5,18,0,1
361,3.893394373288839e-06,5,18,0,2
362,3.6166336735699023e-06,5,18,0,3
363,2.7818603429707878e-06,5,18,0,4
364,0.0025906994656189133,5,18,1,1
365,0.0018472797925193143,5,18,1,2
366,0.0017023766117904085,5,18,1,3
367,0.0013053587420142065,5,18,1,4
368,0.676946663451633,5,18,2,1
369,0.4553853804138651,5,18,2,2
370,0.35202319374837876,5,18,2,3
371,0.24698345409768674,5,18,2,4
372,4.740827448119426,5,18,3,1
373,4.66249373495503,5,18,3,2
374,4.575063835966939,5,18,3,3
375,4.456031054740787,5,18,3,4
376,4.605170181512535,5,18,4,1
377,4.605170185988093,5,18,4,2
378,4.605170185988095,5,18,4,3
379,4.605170185988092,5,18,4,4
380,3.878728087991501e-06,5,19,0,1
381,2.8600149236598926e-06,5,19,0,2
382,2.4296056706368807e-06,5,19,0,3
383,1.9021791599627136e-06,5,19,0,4
384,0.0015860676217219483,5,19,1,1
385,0.001164393985861295,5,19,1,2
386,0.0009826482155700297,5,19,1,3
387,0.0007648419577197529,5,19,1,4
388,0.39534315807605236,5,19,2,1
389,0.27401686652011825,5,19,2,2
390,0.19940050084742506,5,19,2,3
391,0.13802475190955565,5,19,2,4
392,4.456855435413144,5,19,3,1
393,4.535574188782423,5,19,3,2
394,4.5690294318712725,5,19,3,3
395,4.343271041855676,5,19,3,4
396,4.605170183724121,5,19,4,1
397,4.60517018598809,5,19,4,2
398,4.605170185988092,5,19,4,3
399,4.605170185988092,5,19,4,4
400,4.268800831319641e-06,5,20,0,1
401,3.0507159744716517e-06,5,20,0,2
402,2.63274067437147e-06,5,20,0,3
403,2.2372043533280817e-06,5,20,0,4
404,0.002420568884164913,5,20,1,1
405,0.0017225378359514154,5,20,1,2
406,0.0014798037347915419,5,20,1,3
407,0.001242830273099571,5,20,1,4
408,0.7509879307965678,5,20,2,1
409,0.5049717151276939,5,20,2,2
410,0.39163864324554915,5,20,2,3
411,0.2627324341071118,5,20,2,4
412,4.523086551364493,5,20,3,1
413,4.621514554067424,5,20,3,2
414,4.496649518406179,5,20,3,3
415,4.504967686445245,5,20,3,4
416,4.605170181512501,5,20,4,1
417,4.60517018598809,5,20,4,2
418,4.6051701859880945,5,20,4,3
419,4.605170185988092,5,20,4,4
420,1.970958738863049e-06,5,21,0,1
421,1.7742401574316613e-06,5,21,0,2
422,1.6144507582749323e-06,5,21,0,3
423,1.5204640106958323e-06,5,21,0,4
424,0.0014938263651143938,5,21,1,1
425,0.0013254075966296283,5,21,1,2
426,0.0011958528065809243,5,21,1,3
427,0.0011146727950759328,5,21,1,4
428,0.3866998867536472,5,21,2,1
429,0.26860631722139605,5,21,2,2
430,0.19257928187678824,5,21,2,3
431,0.12797168359176236,5,21,2,4
432,4.9208818502622265,5,21,3,1
433,4.681009127945546,5,21,3,2
434,4.552605300274257,5,21,3,3
435,4.325415600223632,5,21,3,4
436,4.605170179334831,5,21,4,1
437,4.605170183724143,5,21,4,2
438,4.605170185988092,5,21,4,3
439,4.605170185988092,5,21,4,4
440,2.9299171435126503e-06,5,22,0,1
441,2.1834607378881654e-06,5,22,0,2
442,1.8801540520793636e-06,5,22,0,3
443,1.5911508004506913e-06,5,22,0,4
444,0.0019041773146388496,5,22,1,1
445,0.0014081932001512656,5,22,1,2
446,0.0012029534650449883,5,22,1,3
447,0.001015445471796994,5,22,1,4
448,0.6531413559298946,5,22,2,1
449,0.44727122827356297,5,22,2,2
450,0.3186823779253072,5,22,2,3
451,0.24698970669318943,5,22,2,4
452,4.824325736244311,5,22,3,1
453,4.69347471819222,5,22,3,2
454,4.554446306755882,5,22,3,3
455,4.394237810439115,5,22,3,4
456,4.605170185988092,5,22,4,1
457,4.605170185988092,5,22,4,2
458,4.605170185988092,5,22,4,3
459,4.605170185988092,5,22,4,4
460,1.8830541634387576e-06,5,23,0,1
461,1.5419041140690704e-06,5,23,0,2
462,1.4437890773211226e-06,5,23,0,3
463,1.1782357480782935e-06,5,23,0,4
464,0.0010510355770900065,5,23,1,1
465,0.000851162744926276,5,23,1,2
466,0.0007928058813189628,5,23,1,3
467,0.0006415130095955845,5,23,1,4
468,0.3074514430921379,5,23,2,1
469,0.20654952810784447,5,23,2,2
470,0.17442906407807932,5,23,2,3
471,0.1174336698332219,5,23,2,4
472,4.410151445239875,5,23,3,1
473,4.681823952313238,5,23,3,2
474,4.4752913636051295,5,23,3,3
475,4.211021920839296,5,23,3,4
476,4.60517018598809,5,23,4,1
477,4.605170185988091,5,23,4,2
478,4.60517018598809,5,23,4,3
479,4.605170185988092,5,23,4,4
480,3.5949460941500644e-06,5,24,0,1
481,2.6938251327171536e-06,5,24,0,2
482,2.4117358783659615e-06,5,24,0,3
483,2.408877586290714e-06,5,24,0,4
484,0.0018809325962036091,5,24,1,1
485,0.0013930542221780584,5,24,1,2
486,0.0012369890419404034,5,24,1,3
487,0.0012255909672100884,5,24,1,4
488,0.4541491677658428,5,24,2,1
489,0.2853171872332233,5,24,2,2
490,0.21636921447460394,5,24,2,3
491,0.162316250367593,5,24,2,4
492,4.504900827084537,5,24,3,1
493,4.675416267291773,5,24,3,2
494,4.585812688329375,5,24,3,3
495,4.459517894891865,5,24,3,4
496,4.605170185988091,5,24,4,1
497,4.605170185988089,5,24,4,2
498,4.605170185988089,5,24,4,3
499,4.605170185988092,5,24,4,4
500,6.837424003071357e-06,5,25,0,1
501,4.677013840090338e-06,5,25,0,2
502,4.082768474557297e-06,5,25,0,3
503,2.822432617399784e-06,5,25,0,4
504,0.0032193732762234445,5,25,1,1
505,0.0022004481303654483,5,25,1,2
506,0.0018904575489996286,5,25,1,3
507,0.0013230705359115191,5,25,1,4
508,0.875123433118136,5,25,2,1
509,0.5932992907370852,5,25,2,2
510,0.4264504785841535,5,25,2,3
511,0.32451708967998183,5,25,2,4
512,4.663224788326372,5,25,3,1
513,4.66460778756162,5,25,3,2
514,4.587020256794282,5,25,3,3
515,4.504340767904165,5,25,3,4
516,4.605170183724114,5,25,4,1
517,4.605170185988094,5,25,4,2
518,4.605170185988094,5,25,4,3
519,4.605170185988092,5,25,4,4
520,2.722284090823923e-06,5,26,0,1
521,1.9845846340529882e-06,5,26,0,2
522,1.748102666836171e-06,5,26,0,3
523,1.59777977248865e-06,5,26,0,4
524,0.0015985494888287669,5,26,1,1
525,0.0011573967082228812,5,26,1,2
526,0.0010130167273835824,5,26,1,3
527,0.0009173219660327803,5,26,1,4
528,0.4880568292120113,5,26,2,1
529,0.3165649714690961,5,26,2,2
530,0.24284409850339664,5,26,2,3
531,0.17808967084968863,5,26,2,4
532,4.648433329650963,5,26,3,1
533,4.7118646759235565,5,26,3,2
534,4.577421319387649,5,26,3,3
535,4.424803845913624,5,26,3,4
536,4.605170185988087,5,26,4,1
537,4.605170185988087,5,26,4,2
538,4.605170185988088,5,26,4,3
539,4.605170185988092,5,26,4,4
540,3.73595528058851e-06,5,27,0,1
541,2.9203921821999157e-06,5,27,0,2
542,2.5236750544749276e-06,5,27,0,3
543,1.9848341388239987e-06,5,27,0,4
544,0.0015915244661831654,5,27,1,1
545,0.001237872357139437,5,27,1,2
546,0.0010635154954504455,5,27,1,3
547,0.0008317855258370699,5,27,1,4
548,0.42416974878758906,5,27,2,1
549,0.3119677646615555,5,27,2,2
550,0.2312685613130891,5,27,2,3
551,0.16319434597239724,5,27,2,4
552,4.3453200190973735,5,27,3,1
553,4.493218519503576,5,27,3,2
554,4.588101163206972,5,27,3,3
555,4.445231015748581,5,27,3,4
556,4.605170185988093,5,27,4,1
557,4.605170185988093,5,27,4,2
558,4.605170185988093,5,27,4,3
559,4.605170185988092,5,27,4,4
560,3.7696985949672857e-06,5,28,0,1
561,2.9874746661287532e-06,5,28,0,2
562,2.667358310254331e-06,5,28,0,3
563,1.9382479203855496e-06,5,28,0,4
564,0.0024564124232248283,5,28,1,1
565,0.0019347198592180037,5,28,1,2
566,0.0017092174006797314,5,28,1,3
567,0.0012396098465883298,5,28,1,4
568,0.7836524416258501,5,28,2,1
569,0.5863122280038107,5,28,2,2
570,0.4190034540866118,5,28,2,3
571,0.2764179005852707,5,28,2,4
572,4.728318807032092,5,28,3,1
573,4.594003808096351,5,28,3,2
574,4.578009092364313,5,28,3,3
575,4.482408847125894,5,28,3,4
576,4.605170185988092,5,28,4,1
577,4.605170185988093,5,28,4,2
578,4.6051701859880945,5,28,4,3
579,4.605170185988092,5,28,4,4
580,3.723537329226867e-06,5,29,0,1
581,2.8330135918158694e-06,5,29,0,2
582,2.699756661582453e-06,5,29,0,3
583,2.1679405959318387e-06,5,29,0,4
584,0.0023903660116274955,5,29,1,1
585,0.0018032795195492834,5,29,1,2
586,0.0017037282272698226,5,29,1,3
587,0.0013586528691682531,5,29,1,4
588,0.6483094603523779,5,29,2,1
589,0.4349783112062969,5,29,2,2
590,0.32887792470441135,5,29,2,3
591,0.2211959994994821,5,29,2,4
592,4.754027236605152,5,29,3,1
593,4.665831369292182,5,29,3,2
594,4.57989990405578,5,29,3,3
595,4.474803581273569,5,29,3,4
596,4.605170185988093,5,29,4,1
597,4.605170185988089,5,29,4,2
598,4.6051701859880865,5,29,4,3
599,4.605170185988092,5,29,4,4
600,3.625570686047186e-06,5,30,0,1
601,2.9026257385988963e-06,5,30,0,2
602,2.743986528275233e-06,5,30,0,3
603,2.147110255812379e-06,5,30,0,4
604,0.001715784998394261,5,30,1,1
605,0.0013595308781250565,5,30,1,2
606,0.001278567388206031,5,30,1,3
607,0.0009935636151681138,5,30,1,4
608,0.41979240477647634,5,30,2,1
609,0.2802862008263616,5,30,2,2
610,0.2334696984857683,5,30,2,3
611,0.15512483894564522,5,30,2,4
612,4.582225821522411,5,30,3,1
613,4.717395645688369,5,30,3,2
614,4.56878310049353,5,30,3,3
615,4.373608132956429,5,30,3,4
616,4.6051701837241295,5,30,4,1
617,4.605170185988092,5,30,4,2
618,4.60517018598809,5,30,4,3
619,4.605170185988092,5,30,4,4
620,5.037436357227532e-06,5,31,0,1
621,3.4084406596301964e-06,5,31,0,2
622,3.029761901203465e-06,5,31,0,3
623,2.478648802650696e-06,5,31,0,4
624,0.002840129184455538,5,31,1,1
625,0.0019146551907240211,5,31,1,2
626,0.001691718365239285,5,31,1,3
627,0.0013794955933716935,5,31,1,4
628,0.8802742991059587,5,31,2,1
629,0.5869052288124327,5,31,2,2
630,0.4661127175014488,5,31,2,3
631,0.3423888970071465,5,31,2,4
632,4.641110150485901,5,31,3,1
633,4.646657317005609,5,31,3,2
634,4.589623073693668,5,31,3,3
635,4.521529291038176,5,31,3,4
636,4.605170183724157,5,31,4,1
637,4.6051701859880945,5,31,4,2
638,4.6051701859880945,5,31,4,3
639,4.605170185988092,5,31,4,4
640,4.128617206028418e-06,5,32,0,1
641,2.8031199938716167e-06,5,32,0,2
642,2.3146261587947414e-06,5,32,0,3
643,1.8990408925390057e-06,5,32,0,4
644,0.0017342941229077716,5,32,1,1
645,0.0011679552482030883,5,32,1,2
646,0.0009623384827812387,5,32,1,3
647,0.0007873746125488523,5,32,1,4
648,0.4610703659435338,5,32,2,1
649,0.27954288407370276,5,32,2,2
650,0.21768239634463415,5,32,2,3
651,0.16655549871578312,5,32,2,4
652,4.503072535979845,5,32,3,1
653,4.694546891468069,5,32,3,2
654,4.588406590096266,5,32,3,3
655,4.432387362011773,5,32,3,4
656,4.605170183724137,5,32,4,1
657,4.605170185988088,5,32,4,2
658,4.60517018598809,5,32,4,3
659,4.605170185988092,5,32,4,4
660,3.0745468818094146e-06,5,33,0,1
661,2.5792186577125453e-06,5,33,0,2
662,2.3271603251523443e-06,5,33,0,3
663,1.9363672425498635e-06,5,33,0,4
664,0.0029673799572291007,5,33,1,1
665,0.002470490834808846,5,33,1,2
666,0.002215429628657166,5,33,1,3
667,0.001822406343428007,5,33,1,4
668,1.0704062582362504,5,33,2,1
669,0.8272863119450242,5,33,2,2
670,0.5666565499524644,5,33,2,3
671,0.4026006442289942,5,33,2,4
672,5.085471663990713,5,33,3,1
673,4.730755295464984,5,33,3,2
674,4.492978632229394,5,33,3,3
675,4.289558676958503,5,33,3,4
676,4.605170185988093,5,33,4,1
677,4.605170185988095,5,33,4,2
678,4.605170185988093,5,33,4,3
679,4.605170185988092,5,33,4,4
680,2.233422401423657e-06,5,34,0,1
681,1.9405781617951035e-06,5,34,0,2
682,1.9931730699321304e-06,5,34,0,3
683,1.6688441668577525e-06,5,34,0,4
684,0.0013718352081466961,5,34,1,1
685,0.0011715827729444073,5,34,1,2
686,0.0011976428873916242,5,34,1,3
687,0.0009935765575797006,5,34,1,4
688,0.3383810644314864,5,34,2,1
689,0.21263318839074838,5,34,2,2
690,0.1748817544008294,5,34,2,3
691,0.11772452091977037,5,34,2,4
692,4.078560223277874,5,34,3,1
693,4.557656105914073,5,34,3,2
694,4.564388556981245,5,34,3,3
695,4.251114283636265,5,34,3,4
696,4.605170185988093,5,34,4,1
697,4.605170185988092,5,34,4,2
698,4.605170185988091,5,34,4,3
699,4.605170185988092,5,34,4,4
700,3.775229521892076e-06,5,35,0,1
701,3.004670119530206e-06,5,35,0,2
702,2.8746196961138004e-06,5,35,0,3
703,2.2912283093035057e-06,5,35,0,4
704,0.0025044706651069226,5,35,1,1
705,0.0019629956713427058,5,35,1,2
706,0.0018688654216588302,5,35,1,3
707,0.0014768377281972889,5,35,1,4
708,0.7382229486644976,5,35,2,1
709,0.45719891076706654,5,35,2,2
710,0.3741008221111842,5,35,2,3
711,0.24784804012486283,5,35,2,4
712,4.604326758951156,5,35,3,1
713,4.668604198718419,5,35,3,2
714,4.5669204944438695,5,35,3,3
715,4.47704201712276,5,35,3,4
716,4.605170185988091,5,35,4,1
717,4.605170185988092,5,35,4,2
718,4.605170185988092,5,35,4,3
719,4.605170185988092,5,35,4,4
720,3.259419035561706e-06,5,36,0,1
721,2.5959124134861122e-06,5,36,0,2
722,2.1503412208009887e-06,5,36,0,3
