,message length,k,rep,tau fact.,order
70,0.912541076758901,10,4,0.1,3
71,0.8361478185321936,10,4,0.1,4
72,5.991007515338931,10,4,1.0,1
73,4.1571421361105445,10,4,1.0,2
74,3.5585474034078968,10,4,1.0,3
75,3.297472512213914,10,4,1.0,4
76,5.70452676894351,10,4,10.0,1
77,5.704286564192154,10,4,10.0,2
78,5.703885544700433,10,4,10.0,3
79,5.703036481687457,10,4,10.0,4
80,0.006007192746942339,15,0,0.01,1
81,0.00489101145635263,15,0,0.01,2
82,0.005101859842212359,15,0,0.01,3
83,0.006513331845111381,15,0,0.01,4
84,0.6035932705585098,15,0,0.1,1
85,0.5871975763864635,15,0,0.1,2
86,0.5852298003947216,15,0,0.1,3
87,0.5870869519711741,15,0,0.1,4
88,5.8798971992301166,15,0,1.0,1
89,4.235139915334154,15,0,1.0,2
90,3.73985208746928,15,0,1.0,3
91,3.5356522997086572,15,0,1.0,4
92,5.70474062990307,15,0,10.0,1
93,5.7043796815510115,15,0,10.0,2
94,5.703881201279645,15,0,10.0,3
95,5.702856559520656,15,0,10.0,4
96,0.006309043910089442,15,1,0.01,1
97,0.004997358914747084,15,1,0.01,2
98,0.005057060427608763,15,1,0.01,3
99,0.006612868013958106,15,1,0.01,4
100,0.6024535537268714,15,1,0.1,1
101,0.5809841945040135,15,1,0.1,2
102,0.5745326625496904,15,1,0.1,3
103,0.571322739796404,15,1,0.1,4
104,5.910167712359816,15,1,1.0,1
105,4.232976644924628,15,1,1.0,2
106,3.723994212499993,15,1,1.0,3
107,3.510055176529216,15,1,1.0,4
108,5.7045231043683575,15,1,10.0,1
109,5.704283290407504,15,1,10.0,2
110,5.703876479423751,15,1,10.0,3
111,5.703035935914062,15,1,10.0,4
112,0.007011761063398361,15,2,0.01,1
113,0.005696857163292329,15,2,0.01,2
114,0.005803920343090626,15,2,0.01,3
115,0.007399945710755418,15,2,0.01,4
116,0.7053317736976027,15,2,0.1,1
117,0.69781714793231,15,2,0.1,2
118,0.6882411007614849,15,2,0.1,3
119,0.6741406266177954,15,2,0.1,4
120,5.919783685274543,15,2,1.0,1
121,4.308290719164751,15,2,1.0,2
122,3.8033125864753607,15,2,1.0,3
123,3.593546169242148,15,2,1.0,4
124,5.7046735351623585,15,2,10.0,1
125,5.7043622767441535,15,2,10.0,2
126,5.7038870185870865,15,2,10.0,3
127,5.702920797125279,15,2,10.0,4
128,0.005298211622128707,15,3,0.01,1
129,0.004296414254943291,15,3,0.01,2
130,0.004455878901614894,15,3,0.01,3
131,0.0055419038739019655,15,3,0.01,4
132,0.5804830891600149,15,3,0.1,1
133,0.5651249701805987,15,3,0.1,2
134,0.5653898332254756,15,3,0.1,3
135,0.5738424796029218,15,3,0.1,4
136,5.694704341891535,15,3,1.0,1
137,4.134895851971155,15,3,1.0,2
138,3.684250295954894,15,3,1.0,3
139,3.5016351074812366,15,3,1.0,4
140,5.704832777839337,15,3,10.0,1
141,5.704457754886728,15,3,10.0,2
142,5.703900211106294,15,3,10.0,3
143,5.702765416258811,15,3,10.0,4
144,0.006935716153335847,15,4,0.01,1
145,0.005579913351128332,15,4,0.01,2
146,0.005570205445027477,15,4,0.01,3
147,0.0073212833837486,15,4,0.01,4
148,0.6488187364441227,15,4,0.1,1
149,0.639243948279034,15,4,0.1,2
150,0.6287097479194521,15,4,0.1,3
151,0.6136132809541133,15,4,0.1,4
152,5.970877203281669,15,4,1.0,1
153,4.287135391979015,15,4,1.0,2
154,3.7735883292884154,15,4,1.0,3
155,3.5578839389087786,15,4,1.0,4
156,5.7045080268978685,15,4,10.0,1
157,5.704261427342956,15,4,10.0,2
158,5.703871237162117,15,4,10.0,3
159,5.703058731537795,15,4,10.0,4
160,0.003255334135235377,20,0,0.01,1
161,0.0026123210141980636,20,0,0.01,2
162,0.00271910696099539,20,0,0.01,3
163,0.003457587896069647,20,0,0.01,4
164,0.38150629571546846,20,0,0.1,1
165,0.3729111027459099,20,0,0.1,2
166,0.3845935094907076,20,0,0.1,3
167,0.40731408203396136,20,0,0.1,4
168,5.973098312911398,20,0,1.0,1
169,4.526436183401505,20,0,1.0,2
170,4.05465395807308,20,0,1.0,3
171,3.8600863676780137,20,0,1.0,4
172,5.70447195995724,20,0,10.0,1
173,5.7042226860259895,20,0,10.0,2
174,5.703855756839773,20,0,10.0,3
175,5.703116675024976,20,0,10.0,4
176,0.0032033389069222457,20,1,0.01,1
177,0.0025568475622208577,20,1,0.01,2
178,0.0026530630021369857,20,1,0.01,3
179,0.0034312715170701225,20,1,0.01,4
180,0.3579484459868027,20,1,0.1,1
181,0.34759551212780754,20,1,0.1,2
182,0.3585600738759493,20,1,0.1,3
183,0.38115703684114877,20,1,0.1,4
184,5.930592890813297,20,1,1.0,1
185,4.48946160432262,20,1,1.0,2
186,4.0217901903407105,20,1,1.0,3
187,3.8277656848834347,20,1,1.0,4
188,5.704416622173424,20,1,10.0,1
189,5.704187985835487,20,1,10.0,2
190,5.703850998911687,20,1,10.0,3
191,5.703168831645909,20,1,10.0,4
192,0.0034699831156370237,20,2,0.01,1
193,0.002817308219818345,20,2,0.01,2
194,0.0029450285243469397,20,2,0.01,3
195,0.0036820148883656145,20,2,0.01,4
196,0.4266481866471644,20,2,0.1,1
197,0.42385324323883516,20,2,0.1,2
198,0.4363166779591924,20,2,0.1,3
199,0.4562915634952267,20,2,0.1,4
200,6.022520833423628,20,2,1.0,1
201,4.579329442219388,20,2,1.0,2
202,4.098331052956965,20,2,1.0,3
203,3.9005351761945164,20,2,1.0,4
204,5.704367595785725,20,2,10.0,1
205,5.704147582916248,20,2,10.0,2
206,5.703841446536694,20,2,10.0,3
207,5.703225657709475,20,2,10.0,4
208,0.003349630532198059,20,3,0.01,1
209,0.0027916795791863534,20,3,0.01,2
210,0.002928142780617503,20,3,0.01,3
211,0.0036417069584366857,20,3,0.01,4
212,0.43370125583934815,20,3,0.1,1
213,0.43411554970616445,20,3,0.1,2
214,0.44678042470019314,20,3,0.1,3
215,0.468210939618519,20,3,0.1,4
216,5.892682911708477,20,3,1.0,1
217,4.504959647355603,20,3,1.0,2
218,4.0631502659181,20,3,1.0,3
219,3.8813663239977547,20,3,1.0,4
220,5.704418554524586,20,3,10.0,1
221,5.704185981790068,20,3,10.0,2
222,5.703848646600672,20,3,10.0,3
223,5.703167836231197,20,3,10.0,4
224,0.003460647515844923,20,4,0.01,1
225,0.002818639608084369,20,4,0.01,2
226,0.0028865153175963824,20,4,0.01,3
227,0.0036757557096187554,20,4,0.01,4
228,0.4014864182942342,20,4,0.1,1
229,0.39884093658899383,20,4,0.1,2
230,0.4099653608423254,20,4,0.1,3
231,0.4285154230633257,20,4,0.1,4
232,5.912752869015742,20,4,1.0,1
233,4.5079699911307545,20,4,1.0,2
234,4.060167091092875,20,4,1.0,3
235,3.8730345266287154,20,4,1.0,4
236,5.704485214404158,20,4,10.0,1
237,5.704217990551975,20,4,10.0,2
238,5.703850400270921,20,4,10.0,3
239,5.703101546229783,20,4,10.0,4
