,message length,density,rep,tau idx,order
120,1.8505271517574307e-06,50,0,0,1
121,1.8267642767286207e-06,50,0,0,2
122,1.6262944015285608e-06,50,0,0,3
123,1.3836933554500774e-06,50,0,0,4
124,0.00032109212094351414,50,0,1,1
125,0.00031667834009802,50,0,1,2
126,0.0002817941347867531,50,0,1,3
127,0.00023997465525038564,50,0,1,4
128,0.05684134045622851,50,0,2,1
129,0.055535436939761804,50,0,2,2
130,0.04923418417626882,50,0,2,3
131,0.04217838813532726,50,0,2,4
132,4.610466248855305,50,0,3,1
133,4.606602187214887,50,0,3,2
134,4.60098187019369,50,0,3,3
135,4.57599362682825,50,0,3,4
136,4.605170185988092,50,0,4,1
137,4.60517018598809,50,0,4,2
138,4.605170185988094,50,0,4,3
139,4.605170185988092,50,0,4,4
140,1.7923574345546367e-06,50,1,0,1
141,1.6302681783084139e-06,50,1,0,2
142,1.401348875725017e-06,50,1,0,3
143,1.2778322240336593e-06,50,1,0,4
144,0.00029706510225926963,50,1,1,1
145,0.00027030823700164436,50,1,1,2
146,0.00023264491959710393,50,1,1,3
147,0.00021173446049438382,50,1,1,4
148,0.04997598552184055,50,1,2,1
149,0.04587328316612961,50,1,2,2
150,0.04024347004671866,50,1,2,3
151,0.03561053808901615,50,1,2,4
152,4.601162703009504,50,1,3,1
153,4.601163999968068,50,1,3,2
154,4.593168830905207,50,1,3,3
155,4.572752384184802,50,1,3,4
156,4.605170185988094,50,1,4,1
157,4.605170185988093,50,1,4,2
158,4.605170185988093,50,1,4,3
159,4.605170185988092,50,1,4,4
160,1.694256703377306e-06,50,2,0,1
161,1.4493411689409097e-06,50,2,0,2
162,1.4021956526444335e-06,50,2,0,3
163,1.1667136776694065e-06,50,2,0,4
164,0.00030643852382673115,50,2,1,1
165,0.000261771162245919,50,2,1,2
166,0.00025320040899880214,50,2,1,3
167,0.0002108476161675199,50,2,1,4
168,0.05838579597155133,50,2,2,1
169,0.04936642061370329,50,2,2,2
170,0.04764436624560226,50,2,2,3
171,0.04009302064638032,50,2,2,4
172,4.608071357798624,50,2,3,1
173,4.6067216117375,50,2,3,2
174,4.603021314142189,50,2,3,3
175,4.59072878744884,50,2,3,4
176,4.6051701859880945,50,2,4,1
177,4.60517018598809,50,2,4,2
178,4.605170185988093,50,2,4,3
179,4.605170185988092,50,2,4,4
180,7.429471004516408e-07,100,0,0,1
181,9.467092268178323e-07,100,0,0,2
182,9.388188262418606e-07,100,0,0,3
183,7.429119337487577e-07,100,0,0,4
184,0.00010582155790028053,100,0,1,1
185,0.00013440995876209255,100,0,1,2
186,0.0001334097605036541,100,0,1,3
187,0.00010575859907380192,100,0,1,4
188,0.018422469594387345,100,0,2,1
189,0.022291005405624745,100,0,2,2
190,0.02229252421690943,100,0,2,3
191,0.0181803316625615,100,0,2,4
192,4.596382266113399,100,0,3,1
193,4.589927909753495,100,0,3,2
194,4.583522834279928,100,0,3,3
195,4.573426350714864,100,0,3,4
196,4.605170185988094,100,0,4,1
197,4.605170185988094,100,0,4,2
198,4.605170185988095,100,0,4,3
199,4.605170185988092,100,0,4,4
200,8.667716860158436e-07,100,1,0,1
201,1.1273102164185977e-06,100,1,0,2
202,9.690899995390412e-07,100,1,0,3
203,8.667273734275227e-07,100,1,0,4
204,0.00012650920860120957,100,1,1,1
205,0.0001638233246199633,100,1,1,2
206,0.0001410647986813951,100,1,1,3
207,0.00012642665881301696,100,1,1,4
208,0.023531121242138367,100,1,2,1
209,0.028647117165450056,100,1,2,2
210,0.02528348556389698,100,1,2,3
211,0.023168826595332703,100,1,2,4
212,4.604435139880775,100,1,3,1
213,4.602045475492132,100,1,3,2
214,4.5997405202321335,100,1,3,3
215,4.589813945455502,100,1,3,4
216,4.60517018598809,100,1,4,1
217,4.605170185988093,100,1,4,2
218,4.605170185988093,100,1,4,3
219,4.605170185988092,100,1,4,4
220,7.928104325122254e-07,100,2,0,1
221,1.0316429004536554e-06,100,2,0,2
222,9.982988179654817e-07,100,2,0,3
223,7.927720115930015e-07,100,2,0,4
224,0.00011952607505155699,100,2,1,1
225,0.00015492921356455303,100,2,1,2
226,0.00015009375156273264,100,2,1,3
227,0.00011945093917287153,100,2,1,4
228,0.021650353455519737,100,2,2,1
229,0.026517604306412205,100,2,2,2
230,0.025989115226550685,100,2,2,3
231,0.02132657093350332,100,2,2,4
232,4.60210578196649,100,2,3,1
233,4.598126942315158,100,2,3,2
234,4.5944211361604355,100,2,3,3
235,4.582620197417563,100,2,3,4
236,4.605170185988091,100,2,4,1
237,4.6051701859880945,100,2,4,2
238,4.605170185988094,100,2,4,3
239,4.605170185988092,100,2,4,4
