,message length,m,rep,tau idx,order
54,3.404119854893874,10,2,3,3
55,1.8501669724338168,10,2,3,4
56,5.703782474656203,10,2,4,1
57,5.703782474656203,10,2,4,2
58,5.703782474656201,10,2,4,3
59,5.703782474656201,10,2,4,4
60,3.7953613140837006e-07,10,3,0,1
61,3.066681802527116e-07,10,3,0,2
62,3.7335046695549656e-07,10,3,0,3
63,5.60719132458587e-07,10,3,0,4
64,0.0004505445992385917,10,3,1,1
65,0.0003744489101643964,10,3,1,2
66,0.00046117075840075746,10,3,1,3
67,0.0006707187264014536,10,3,1,4
68,0.06961599826416524,10,3,2,1
69,0.08052479917050934,10,3,2,2
70,0.08327739679743491,10,3,2,3
71,0.0808418515732292,10,3,2,4
72,9.672715427060922,10,3,3,1
73,6.428324519346685,10,3,3,2
74,3.326638494173225,10,3,3,3
75,1.8087435282952606,10,3,3,4
76,5.703782474656203,10,3,4,1
77,5.7037824746562,10,3,4,2
78,5.703782474656203,10,3,4,3
79,5.703782474656201,10,3,4,4
80,6.526622929013681e-07,10,4,0,1
81,5.473604528863363e-07,10,4,0,2
82,6.630133097158819e-07,10,4,0,3
83,9.86646304212968e-07,10,4,0,4
84,0.0006809449156144863,10,4,1,1
85,0.0005885017606200721,10,4,1,2
86,0.0007197541526473387,10,4,1,3
87,0.0010342496863060546,10,4,1,4
88,0.08471894638300649,10,4,2,1
89,0.09489628666249049,10,4,2,2
90,0.09407133796855466,10,4,2,3
91,0.08834470333203726,10,4,2,4
92,9.621214178900424,10,4,3,1
93,6.854770787227236,10,4,3,2
94,4.184591020525827,10,4,3,3
95,2.3524872352897384,10,4,3,4
96,5.7037824746562,10,4,4,1
97,5.703782474656201,10,4,4,2
98,5.703782474656199,10,4,4,3
99,5.703782474656201,10,4,4,4
100,4.3876700258835277e-07,10,5,0,1
101,3.600215300741949e-07,10,5,0,2
102,4.2956783990674707e-07,10,5,0,3
103,6.469432189959434e-07,10,5,0,4
104,0.0005198782695042883,10,5,1,1
105,0.0004395259590557355,10,5,1,2
106,0.0005303977191437551,10,5,1,3
107,0.0007710266277412003,10,5,1,4
108,0.08009930072646788,10,5,2,1
109,0.09017354896453228,10,5,2,2
110,0.09177341802561448,10,5,2,3
111,0.08781411733084621,10,5,2,4
112,9.518427067555205,10,5,3,1
113,6.742366566732304,10,5,3,2
114,4.00848779435509,10,5,3,3
115,2.2351670932461545,10,5,3,4
116,5.703782474656203,10,5,4,1
117,5.7037824746562045,10,5,4,2
118,5.703782474656201,10,5,4,3
119,5.703782474656201,10,5,4,4
120,4.4658381710693806e-07,10,6,0,1
121,3.6397228907886214e-07,10,6,0,2
122,4.3071682821055335e-07,10,6,0,3
123,6.524195867996241e-07,10,6,0,4
124,0.0004975339479505007,10,6,1,1
125,0.00041667761765689683,10,6,1,2
126,0.0005003677664515288,10,6,1,3
127,0.0007317893147273935,10,6,1,4
128,0.07144649316891419,10,6,2,1
129,0.08242961839100313,10,6,2,2
130,0.08387177332917067,10,6,2,3
131,0.08013559184300512,10,6,2,4
132,9.596971007746921,10,6,3,1
133,6.292554312248103,10,6,3,2
134,3.175365676834667,10,6,3,3
135,1.7513649215673266,10,6,3,4
136,5.703782474656203,10,6,4,1
137,5.7037824746562045,10,6,4,2
138,5.703782474656205,10,6,4,3
139,5.703782474656201,10,6,4,4
140,4.387176513361013e-07,10,7,0,1
141,3.6608962206835516e-07,10,7,0,2
142,4.0764583788405195e-07,10,7,0,3
143,6.204952116561913e-07,10,7,0,4
144,0.0005016699716712102,10,7,1,1
145,0.0004279955799265569,10,7,1,2
146,0.0004853138119329508,10,7,1,3
147,0.0007141349191144286,10,7,1,4
148,0.07633822439159847,10,7,2,1
149,0.08874096373220078,10,7,2,2
150,0.0909590499040221,10,7,2,3
151,0.08558072448783705,10,7,2,4
152,9.577458374806872,10,7,3,1
153,6.575468494444944,10,7,3,2
154,3.5728522139707186,10,7,3,3
155,1.953521326680776,10,7,3,4
156,5.703782474656204,10,7,4,1
157,5.703782474656202,10,7,4,2
158,5.703782474656203,10,7,4,3
159,5.703782474656201,10,7,4,4
160,4.6581830277087066e-07,10,8,0,1
161,3.856572780742973e-07,10,8,0,2
162,4.631405150362644e-07,10,8,0,3
163,6.954170714834618e-07,10,8,0,4
164,0.0007725272050564183,10,8,1,1
165,0.0006605856647296619,10,8,1,2
166,0.0008041808338666093,10,8,1,3
167,0.001161294755657849,10,8,1,4
168,0.1250598796265754,10,8,2,1
169,0.13039458869690515,10,8,2,2
170,0.12250290143847403,10,8,2,3
171,0.11034611905658487,10,8,2,4
172,6.785710654584177,10,8,3,1
173,6.106323127556937,10,8,3,2
174,5.531247160899212,10,8,3,3
175,4.8858238101166584,10,8,3,4
176,5.703782474656201,10,8,4,1
177,5.703782474656203,10,8,4,2
178,5.703782474656203,10,8,4,3
179,5.703782474656201,10,8,4,4
180,4.0307672020956087e-07,10,9,0,1
181,3.3281371761631484e-07,10,9,0,2
182,3.924636196341036e-07,10,9,0,3
183,5.921033725542202e-07,10,9,0,4
184,0.000962485481482785,10,9,1,1
185,0.0008260139667491014,10,9,1,2
186,0.000992197526033297,10,9,1,3
187,0.0014257287949979158,10,9,1,4
188,0.1859980454489608,10,9,2,1
189,0.1828595773529118,10,9,2,2
190,0.16603289372031257,10,9,2,3
191,0.14655257096769603,10,9,2,4
192,6.302498508610181,10,9,3,1
193,5.724578990615772,10,9,3,2
194,5.44854446115263,10,9,3,3
195,5.292868368174872,10,9,3,4
196,5.703782474656204,10,9,4,1
197,5.703782474656201,10,9,4,2
198,5.7037824746562,10,9,4,3
199,5.703782474656201,10,9,4,4
200,4.906170046302394e-07,10,10,0,1
201,4.048234774310655e-07,10,10,0,2
202,4.831903289287398e-07,10,10,0,3
203,7.251131854957293e-07,10,10,0,4
204,0.0005556047058914299,10,10,1,1
205,0.00047136304842075247,10,10,1,2
206,0.0005682274543762304,10,10,1,3
207,0.0008250762308694704,10,10,1,4
208,0.07708193802890564,10,10,2,1
209,0.08784869330669719,10,10,2,2
210,0.08767249278568096,10,10,2,3
211,0.08206449603418342,10,10,2,4
212,9.67421342466415,10,10,3,1
213,6.671162027455773,10,10,3,2
214,3.7690525025271606,10,10,3,3
215,2.073809905720818,10,10,3,4
216,5.703782474656203,10,10,4,1
217,5.703782474656202,10,10,4,2
218,5.703782474656203,10,10,4,3
219,5.703782474656201,10,10,4,4
220,4.185210328161437e-07,10,11,0,1
221,3.453468693410955e-07,10,11,0,2
222,4.1365928426378984e-07,10,11,0,3
223,6.191016268530802e-07,10,11,0,4
224,0.00048617294653156666,10,11,1,1
225,0.0004129713297754429,10,11,1,2
226,0.0004995246299214894,10,11,1,3
227,0.0007235063658175278,10,11,1,4
228,0.07574533582345155,10,11,2,1
229,0.0858221453700883,10,11,2,2
230,0.08752005907534652,10,11,2,3
231,0.08433486477801111,10,11,2,4
232,9.633013673466015,10,11,3,1
233,6.56994347379119,10,11,3,2
234,3.6752834930155767,10,11,3,3
235,2.0306835926957962,10,11,3,4
236,5.703782474656203,10,11,4,1
237,5.7037824746562045,10,11,4,2
238,5.703782474656207,10,11,4,3
239,5.703782474656201,10,11,4,4
240,3.632283225481203e-07,10,12,0,1
241,2.9930455528945354e-07,10,12,0,2
242,3.4758252796460165e-07,10,12,0,3
243,5.287592363956151e-07,10,12,0,4
244,0.0004286193707328922,10,12,1,1
245,0.00036182823661336586,10,12,1,2
246,0.0004272037155595588,10,12,1,3
247,0.0006287596897225356,10,12,1,4
248,0.06900740746779399,10,12,2,1
249,0.08058547710128107,10,12,2,2
250,0.08334083475900855,10,12,2,3
251,0.080327284790922,10,12,2,4
252,9.452753563516183,10,12,3,1
253,6.342856590521268,10,12,3,2
254,3.3174624354324322,10,12,3,3
255,1.8224799492777892,10,12,3,4
256,5.703782474656202,10,12,4,1
257,5.7037824746562045,10,12,4,2
258,5.7037824746562045,10,12,4,3
259,5.703782474656201,10,12,4,4
260,3.5437042892813575e-07,10,13,0,1
261,2.93538438583818e-07,10,13,0,2
262,3.729700004014014e-07,10,13,0,3
263,5.425889586518906e-07,10,13,0,4
264,0.0004250107736533254,10,13,1,1
265,0.0003615700189227109,10,13,1,2
266,0.00046117923263202555,10,13,1,3
267,0.0006536570109538786,10,13,1,4
268,0.06936085787434729,10,13,2,1
269,0.07822536632319878,10,13,2,2
270,0.08005251887489827,10,13,2,3
271,0.07818991573091694,10,13,2,4
272,9.660735775375056,10,13,3,1
273,6.380300695556894,10,13,3,2
274,3.3358151443289312,10,13,3,3
275,1.8371799849299655,10,13,3,4
276,5.703782474656202,10,13,4,1
277,5.703782474656203,10,13,4,2
278,5.703782474656203,10,13,4,3
279,5.703782474656201,10,13,4,4
280,4.974794079043443e-07,10,14,0,1
281,4.2059040354300303e-07,10,14,0,2
282,5.358747834430244e-07,10,14,0,3
283,7.787730682551341e-07,10,14,0,4
284,0.00053461522815367,10,14,1,1
285,0.0004665208294884343,10,14,1,2
286,0.00059625190336377,10,14,1,3
287,0.0008398924845121059,10,14,1,4
288,0.07271025488368883,10,14,2,1
289,0.08038213424127963,10,14,2,2
290,0.08095467974904008,10,14,2,3
291,0.0784374120757585,10,14,2,4
292,9.603647892302813,10,14,3,1
293,6.459985092951215,10,14,3,2
294,3.483949523362355,10,14,3,3
295,1.9238494701177213,10,14,3,4
296,5.7037824746562,10,14,4,1
297,5.7037824746562,10,14,4,2
298,5.7037824746562,10,14,4,3
299,5.703782474656201,10,14,4,4
300,2.8016637348970974e-07,10,15,0,1
301,2.272614167200815e-07,10,15,0,2
302,2.777846108449611e-07,10,15,0,3
303,4.1162720432197375e-07,10,15,0,4
304,0.0003591462276235514,10,15,1,1
305,0.0003000632354218588,10,15,1,2
306,0.0003695007612865564,10,15,1,3
307,0.0005313983511747722,10,15,1,4
308,0.06451250654107565,10,15,2,1
309,0.07420285665552044,10,15,2,2
310,0.0780953681737203,10,15,2,3
311,0.07735678057261275,10,15,2,4
312,9.480489468739684,10,15,3,1
313,6.255038086146945,10,15,3,2
314,3.133016669374073,10,15,3,3
315,1.6658031850198887,10,15,3,4
316,5.703782474656203,10,15,4,1
317,5.703782474656204,10,15,4,2
318,5.703782474656201,10,15,4,3
319,5.703782474656201,10,15,4,4
320,4.60468560743027e-07,10,16,0,1
321,3.7669314861127345e-07,10,16,0,2
322,4.352562327711307e-07,10,16,0,3
323,6.640867358242986e-07,10,16,0,4
324,0.0005069503272716411,10,16,1,1
325,0.00042461357207286554,10,16,1,2
326,0.0004986893520002277,10,16,1,3
327,0.0007359321358508808,10,16,1,4
328,0.07313782213160862,10,16,2,1
329,0.08505006241220309,10,16,2,2
330,0.08627613688751834,10,16,2,3
331,0.08145324938823162,10,16,2,4
332,9.471995056927547,10,16,3,1
333,6.500028225463158,10,16,3,2
334,3.4263456439075477,10,16,3,3
335,1.820533122751208,10,16,3,4
336,5.703782474656202,10,16,4,1
337,5.703782474656203,10,16,4,2
338,5.703782474656203,10,16,4,3
339,5.703782474656201,10,16,4,4
340,4.1883817581550575e-07,10,17,0,1
341,3.3979497691960514e-07,10,17,0,2
342,4.0802002813575267e-07,10,17,0,3
343,6.140659687403627e-07,10,17,0,4
344,0.0004772347578148109,10,17,1,1
345,0.000397636695336186,10,17,1,2
346,0.0004832644555776769,10,17,1,3
347,0.0007041953316733185,10,17,1,4
348,0.07628716328520097,10,17,2,1
349,0.08710870791237638,10,17,2,2
350,0.09015051929458262,10,17,2,3
351,0.08770800178174021,10,17,2,4
352,9.503763601915866,10,17,3,1
353,6.593652811858533,10,17,3,2
354,3.7004138342824557,10,17,3,3
355,2.0307983610880926,10,17,3,4
356,5.703782474656203,10,17,4,1
357,5.703782474656203,10,17,4,2
358,5.703782474656201,10,17,4,3
359,5.703782474656201,10,17,4,4
360,4.4419114183374964e-07,10,18,0,1
361,3.632782388067468e-07,10,18,0,2
362,4.223463145290596e-07,10,18,0,3
363,6.448497487099303e-07,10,18,0,4
364,0.0004917430891736956,10,18,1,1
365,0.0004127539442170449,10,18,1,2
366,0.00048696687147557934,10,18,1,3
367,0.0007182462843271509,10,18,1,4
368,0.07008076222006109,10,18,2,1
369,0.08063665165760528,10,18,2,2
370,0.08271396132518073,10,18,2,3
371,0.0783483081538563,10,18,2,4
372,9.425373232829632,10,18,3,1
373,6.2820118794790565,10,18,3,2
374,3.1980361590274953,10,18,3,3
375,1.730937342407541,10,18,3,4
376,5.703782474656201,10,18,4,1
377,5.703782474656204,10,18,4,2
378,5.703782474656204,10,18,4,3
379,5.703782474656201,10,18,4,4
380,5.848469505909115e-07,10,19,0,1
381,4.7336797251440466e-07,10,19,0,2
382,5.434196863642049e-07,10,19,0,3
383,8.309941081918737e-07,10,19,0,4
384,0.00062417923243978,10,19,1,1
385,0.000517735725048615,10,19,1,2
386,0.0006009988065960887,10,19,1,3
387,0.0008898156879793007,10,19,1,4
388,0.07666896156548923,10,19,2,1
389,0.0894828058541412,10,19,2,2
390,0.08831942132773031,10,19,2,3
391,0.07972584747404987,10,19,2,4
392,9.596241455567327,10,19,3,1
393,6.635867695433627,10,19,3,2
394,3.6171532220256055,10,19,3,3
395,1.9208866628797923,10,19,3,4
396,5.703782474656202,10,19,4,1
397,5.703782474656199,10,19,4,2
398,5.7037824746562,10,19,4,3
399,5.703782474656201,10,19,4,4
400,4.753949759267462e-07,10,20,0,1
401,3.9027822739540197e-07,10,20,0,2
402,4.703168302346017e-07,10,20,0,3
403,7.065737790412641e-07,10,20,0,4
404,0.0005223783947182186,10,20,1,1
405,0.0004414592843475767,10,20,1,2
406,0.0005383252254734638,10,20,1,3
407,0.0007809650292607273,10,20,1,4
408,0.07323895574084949,10,20,2,1
409,0.08253823277139336,10,20,2,2
410,0.08399533862539879,10,20,2,3
411,0.08064465895659012,10,20,2,4
412,9.58500901726139,10,20,3,1
413,6.557769128037588,10,20,3,2
414,3.5208797995246557,10,20,3,3
415,1.8887288460411455,10,20,3,4
416,5.703782474656197,10,20,4,1
417,5.703782474656202,10,20,4,2
418,5.703782474656201,10,20,4,3
419,5.703782474656201,10,20,4,4
420,5.012293526826528e-07,10,21,0,1
421,4.146456032694257e-07,10,21,0,2
422,5.044031125001069e-07,10,21,0,3
423,7.521304636881609e-07,10,21,0,4
424,0.0005426077432753793,10,21,1,1
425,0.00046135378351385217,10,21,1,2
426,0.0005662656263891522,10,21,1,3
427,0.0008177381534508754,10,21,1,4
428,0.07518597744948734,10,21,2,1
429,0.08441130304960145,10,21,2,2
430,0.08501356196471631,10,21,2,3
431,0.08104702029521604,10,21,2,4
432,9.483341021239859,10,21,3,1
433,6.5519997552602165,10,21,3,2
434,3.5377791616412217,10,21,3,3
435,1.8979292166858195,10,21,3,4
436,5.703782474656201,10,21,4,1
437,5.703782474656203,10,21,4,2
438,5.7037824746562045,10,21,4,3
439,5.703782474656201,10,21,4,4
440,4.670458880161321e-07,10,22,0,1
441,3.8793561002795074e-07,10,22,0,2
442,4.628680193539958e-07,10,22,0,3
443,6.953056503888888e-07,10,22,0,4
444,0.0005324118737686009,10,22,1,1
445,0.00045451279724784653,10,22,1,2
446,0.0005487703216287346,10,22,1,3
447,0.0007970005351900511,10,22,1,4
448,0.07703042544556685,10,22,2,1
449,0.08694289876071548,10,22,2,2
450,0.08832719397265916,10,22,2,3
451,0.08420605154122907,10,22,2,4
452,9.54862662622345,10,22,3,1
453,6.732871910700834,10,22,3,2
454,3.8932906951318103,10,22,3,3
455,2.1268497729506635,10,22,3,4
456,5.7037824746562,10,22,4,1
457,5.703782474656202,10,22,4,2
458,5.703782474656204,10,22,4,3
459,5.703782474656201,10,22,4,4
460,4.6746080038795323e-07,10,23,0,1
461,3.8393970830039037e-07,10,23,0,2
462,4.7207636037424616e-07,10,23,0,3
463,6.97380504455225e-07,10,23,0,4
464,0.0005230240850298724,10,23,1,1
465,0.0004408987816040561,10,23,1,2
466,0.0005463346759963673,10,23,1,3
467,0.0007837515875106504,10,23,1,4
468,0.07509517581922542,10,23,2,1
469,0.08544218433009453,10,23,2,2
470,0.08624135226665977,10,23,2,3
471,0.0826711352337437,10,23,2,4
472,9.722390071447451,10,23,3,1
473,6.512452170145703,10,23,3,2
474,3.4171135089553926,10,23,3,3
475,1.8486141184911613,10,23,3,4
476,5.703782474656203,10,23,4,1
477,5.703782474656202,10,23,4,2
478,5.703782474656203,10,23,4,3
479,5.703782474656201,10,23,4,4
480,5.452467060906852e-07,10,24,0,1
481,4.585094913814314e-07,10,24,0,2
482,5.770661476965644e-07,10,24,0,3
483,8.429586983993431e-07,10,24,0,4
484,0.0008164337211229982,10,24,1,1
485,0.0007140027863789897,10,24,1,2
486,0.0009067326790397068,10,24,1,3
487,0.0012713132394921445,10,24,1,4
488,0.12856705023895748,10,24,2,1
489,0.1323526903312782,10,24,2,2
490,0.1278225732482033,10,24,2,3
491,0.11984760977357745,10,24,2,4
492,7.0665606569505135,10,24,3,1
493,6.187520037887525,10,24,3,2
494,5.538579498914051,10,24,3,3
495,4.786661381635263,10,24,3,4
496,5.703782474656201,10,24,4,1
497,5.7037824746562045,10,24,4,2
498,5.703782474656203,10,24,4,3
499,5.703782474656201,10,24,4,4
500,4.370418176594115e-07,10,25,0,1
501,3.686051871856777e-07,10,25,0,2
502,4.737632583982909e-07,10,25,0,3
503,6.865668673583514e-07,10,25,0,4
504,0.0004999181647927422,10,25,1,1
505,0.0004365359175866265,10,25,1,2
506,0.00056210160443536,10,25,1,3
507,0.0007887763646756696,10,25,1,4
508,0.06896750123250257,10,25,2,1
509,0.07511824639598685,10,25,2,2
510,0.07664588098554939,10,25,2,3
511,0.0752471493684812,10,25,2,4
512,9.562710638812417,10,25,3,1
513,6.514271356638913,10,25,3,2
514,3.591607298235595,10,25,3,3
515,1.9847417448149245,10,25,3,4
516,5.7037824746562045,10,25,4,1
517,5.7037824746562045,10,25,4,2
518,5.703782474656204,10,25,4,3
519,5.703782474656201,10,25,4,4
520,4.846271447443706e-07,10,26,0,1
521,3.979087435587725e-07,10,26,0,2
522,4.804330030368231e-07,10,26,0,3
523,7.167029272281411e-07,10,26,0,4
524,0.0007306160644322112,10,26,1,1
525,0.0006195561869237389,10,26,1,2
526,0.0007586392882939271,10,26,1,3
527,0.0010883181232248518,10,26,1,4
528,0.11395162849967388,10,26,2,1
529,0.12076399582624454,10,26,2,2
530,0.11430897913710208,10,26,2,3
531,0.10504299006388607,10,26,2,4
532,7.526705188822039,10,26,3,1
533,6.393959486664171,10,26,3,2
534,5.475845418411798,10,26,3,3
535,4.426065888392737,10,26,3,4
536,5.703782474656201,10,26,4,1
537,5.703782474656203,10,26,4,2
538,5.703782474656201,10,26,4,3
539,5.703782474656201,10,26,4,4
540,4.157788985222066e-07,10,27,0,1
541,3.3692367566728887e-07,10,27,0,2
542,4.142819507967077e-07,10,27,0,3
543,6.175616427128716e-07,10,27,0,4
544,0.0007028039364054342,10,27,1,1
545,0.0005901146838445063,10,27,1,2
546,0.0007341806463849656,10,27,1,3
547,0.001051907747756431,10,27,1,4
548,0.11957670503696709,10,27,2,1
549,0.12705835930533624,10,27,2,2
550,0.12220041417952911,10,27,2,3
551,0.11321199267490556,10,27,2,4
552,7.1607139710431,10,27,3,1
553,6.196929447178814,10,27,3,2
554,5.506595130381631,10,27,3,3
555,4.727038476703626,10,27,3,4
556,5.703782474656202,10,27,4,1
557,5.703782474656203,10,27,4,2
558,5.703782474656202,10,27,4,3
559,5.703782474656201,10,27,4,4
560,4.722489657174589e-07,10,28,0,1
561,3.8508006317689025e-07,10,28,0,2
562,4.7355905850865465e-07,10,28,0,3
563,7.083126876139545e-07,10,28,0,4
564,0.0005120157311425469,10,28,1,1
565,0.000430289946544659,10,28,1,2
566,0.0005352150716395505,10,28,1,3
567,0.0007735789472169685,10,28,1,4
568,0.07344158672493631,10,28,2,1
569,0.08353790321389698,10,28,2,2
570,0.08615970234394574,10,28,2,3
571,0.08416340603217698,10,28,2,4
572,9.562215885157237,10,28,3,1
573,6.46631546937633,10,28,3,2
574,3.424268571039615,10,28,3,3
575,1.849617852046742,10,28,3,4
576,5.703782474656203,10,28,4,1
577,5.7037824746562,10,28,4,2
578,5.703782474656202,10,28,4,3
579,5.703782474656201,10,28,4,4
580,3.978907249131691e-07,10,29,0,1
581,3.2713504722475806e-07,10,29,0,2
582,3.8570967083109697e-07,10,29,0,3
583,5.84280346771493e-07,10,29,0,4
584,0.0004554736096353505,10,29,1,1
585,0.00038496349196096014,10,29,1,2
586,0.0004605813112567858,10,29,1,3
587,0.000673367423459581,10,29,1,4
588,0.0712748108581199,10,29,2,1
589,0.0821414547649091,10,29,2,2
590,0.08378933222309855,10,29,2,3
591,0.08079202125941976,10,29,2,4
592,9.529952374194487,10,29,3,1
593,6.406988397546891,10,29,3,2
594,3.352766467650051,10,29,3,3
595,1.8335058883926707,10,29,3,4
596,5.703782474656204,10,29,4,1
597,5.703782474656205,10,29,4,2
598,5.703782474656202,10,29,4,3
599,5.703782474656201,10,29,4,4
600,4.778076503793305e-07,10,30,0,1
601,4.088175923275261e-07,10,30,0,2
602,4.884678208652571e-07,10,30,0,3
603,7.243049164884496e-07,10,30,0,4
604,0.0005085230870919798,10,30,1,1
605,0.00044728816073578113,10,30,1,2
606,0.0005400811353143565,10,30,1,3
607,0.0007749862693504639,10,30,1,4
608,0.07707318758417775,10,30,2,1
609,0.08730346196022706,10,30,2,2
610,0.0904770157046697,10,30,2,3
611,0.08788279255073483,10,30,2,4
612,9.534903787793567,10,30,3,1
613,6.518140019054548,10,30,3,2
614,3.596712163316059,10,30,3,3
615,1.9693454428796078,10,30,3,4
616,5.703782474656202,10,30,4,1
617,5.703782474656202,10,30,4,2
618,5.703782474656204,10,30,4,3
619,5.703782474656201,10,30,4,4
620,3.420826109705455e-07,10,31,0,1
621,2.826492675085668e-07,10,31,0,2
622,3.402184132646202e-07,10,31,0,3
623,5.098484558985206e-07,10,31,0,4
624,0.00042751224676968076,10,31,1,1
625,0.0003624156557556768,10,31,1,2
626,0.0004411026014275281,10,31,1,3
627,0.000640675356558873,10,31,1,4
628,0.07263324447755165,10,31,2,1
629,0.08170842971240938,10,31,2,2
630,0.08359848082026815,10,31,2,3
631,0.08069029303128783,10,31,2,4
632,9.625842945026394,10,31,3,1
633,6.585493174181628,10,31,3,2
634,3.5959134606243324,10,31,3,3
635,1.954078415283497,10,31,3,4
636,5.703782474656201,10,31,4,1
637,5.703782474656202,10,31,4,2
638,5.7037824746562,10,31,4,3
639,5.703782474656201,10,31,4,4
640,4.0526264635451503e-07,10,32,0,1
641,3.410238896550677e-07,10,32,0,2
642,4.034384290738102e-07,10,32,0,3
643,6.055181955844091e-07,10,32,0,4
644,0.0004720367207446362,10,32,1,1
645,0.0004078665397066056,10,32,1,2
646,0.0004877043535256118,10,32,1,3
647,0.0007087439203434798,10,32,1,4
648,0.07780114839130206,10,32,2,1
649,0.08832076191540403,10,32,2,2
650,0.09133603230472627,10,32,2,3
651,0.0877593823198719,10,32,2,4
652,9.544892653436799,10,32,3,1
653,6.722508190411222,10,32,3,2
654,3.8409677550145696,10,32,3,3
655,2.115149369807503,10,32,3,4
656,5.703782474656203,10,32,4,1
657,5.703782474656205,10,32,4,2
658,5.703782474656206,10,32,4,3
659,5.703782474656201,10,32,4,4
660,3.9423038319941206e-07,10,33,0,1
661,3.222701417254781e-07,10,33,0,2
662,3.980965723564267e-07,10,33,0,3
663,5.947499817082758e-07,10,33,0,4
664,0.0004627251056915499,10,33,1,1
665,0.0003902481999168237,10,33,1,2
666,0.00048644402424869067,10,33,1,3
667,0.0007025685978678808,10,33,1,4
668,0.07014594026042509,10,33,2,1
669,0.079117551900394,10,33,2,2
670,0.08143662598674228,10,33,2,3
671,0.07934550371124693,10,33,2,4
672,9.641776272548658,10,33,3,1
673,6.49763061525023,10,33,3,2
674,3.4630503853667234,10,33,3,3
675,1.8867218043368892,10,33,3,4
676,5.703782474656205,10,33,4,1
677,5.703782474656202,10,33,4,2
678,5.703782474656204,10,33,4,3
679,5.703782474656201,10,33,4,4
680,5.210419542212019e-07,10,34,0,1
681,4.3155270328804063e-07,10,34,0,2
682,5.007078862466485e-07,10,34,0,3
683,7.570489142239012e-07,10,34,0,4
684,0.0015820272923841305,10,34,1,1
685,0.0013685139844651553,10,34,1,2
686,0.0016248058428485323,10,34,1,3
687,0.002318757758466461,10,34,1,4
688,0.2989330107236965,10,34,2,1
689,0.2617632255527777,10,34,2,2
690,0.221004351820678,10,34,2,3
691,0.1869464598126811,10,34,2,4
692,6.304135697763265,10,34,3,1
693,5.662509726499798,10,34,3,2
694,5.384151434777989,10,34,3,3
695,5.251815872445309,10,34,3,4
696,5.7037824746562,10,34,4,1
697,5.703782474656196,10,34,4,2
698,5.703782474656202,10,34,4,3
699,5.703782474656201,10,34,4,4
700,3.8156886512236143e-07,10,35,0,1
701,3.120965710139145e-07,10,35,0,2
702,3.646781427321666e-07,10,35,0,3
703,5.581907771556871e-07,10,35,0,4
704,0.0004398683096979959,10,35,1,1
705,0.0003694353572104448,10,35,1,2
706,0.000438610711582672,10,35,1,3
707,0.0006483618680244163,10,35,1,4
708,0.06851689013439653,10,35,2,1
709,0.07936060728849008,10,35,2,2
710,0.08213189892735971,10,35,2,3
711,0.0794053844162157,10,35,2,4
712,9.402158677225447,10,35,3,1
713,6.283156228488135,10,35,3,2
714,3.240749394926504,10,35,3,3
715,1.7662267870685238,10,35,3,4
716,5.7037824746562045,10,35,4,1
717,5.703782474656203,10,35,4,2
718,5.703782474656202,10,35,4,3
719,5.703782474656201,10,35,4,4
720,3.85261115870561e-07,10,36,0,1
721,3.089789064672499e-07,10,36,0,2
722,3.748690368260421e-07,10,36,0,3
