,message length,p_shuffle,rep,tau fact.,order
59,0.0044359060495962055,0.0,7,0.1,4
60,0.38692314057895366,0.0,7,1.0,1
61,0.31752122648056413,0.0,7,1.0,2
62,0.2891974791473963,0.0,7,1.0,3
63,0.3319753797582674,0.0,7,1.0,4
64,0.004227948648864187,0.0,8,0.1,1
65,0.003149744329749106,0.0,8,0.1,2
66,0.002907436861332581,0.0,8,0.1,3
67,0.0044359060495962055,0.0,8,0.1,4
68,0.38692314057895366,0.0,8,1.0,1
69,0.31752122648056413,0.0,8,1.0,2
70,0.2891974791473963,0.0,8,1.0,3
71,0.3319753797582674,0.0,8,1.0,4
72,0.004227948648864187,0.0,9,0.1,1
73,0.003149744329749106,0.0,9,0.1,2
74,0.002907436861332581,0.0,9,0.1,3
75,0.0044359060495962055,0.0,9,0.1,4
76,0.38692314057895366,0.0,9,1.0,1
77,0.31752122648056413,0.0,9,1.0,2
78,0.2891974791473963,0.0,9,1.0,3
79,0.3319753797582674,0.0,9,1.0,4
80,0.004227948648864187,0.0,10,0.1,1
81,0.003149744329749106,0.0,10,0.1,2
82,0.002907436861332581,0.0,10,0.1,3
83,0.0044359060495962055,0.0,10,0.1,4
84,0.38692314057895366,0.0,10,1.0,1
85,0.31752122648056413,0.0,10,1.0,2
86,0.2891974791473963,0.0,10,1.0,3
87,0.3319753797582674,0.0,10,1.0,4
88,0.004227948648864187,0.0,11,0.1,1
89,0.003149744329749106,0.0,11,0.1,2
90,0.002907436861332581,0.0,11,0.1,3
91,0.0044359060495962055,0.0,11,0.1,4
92,0.38692314057895366,0.0,11,1.0,1
93,0.31752122648056413,0.0,11,1.0,2
94,0.2891974791473963,0.0,11,1.0,3
95,0.3319753797582674,0.0,11,1.0,4
96,0.004227948648864187,0.0,12,0.1,1
97,0.003149744329749106,0.0,12,0.1,2
98,0.002907436861332581,0.0,12,0.1,3
99,0.0044359060495962055,0.0,12,0.1,4
100,0.38692314057895366,0.0,12,1.0,1
101,0.31752122648056413,0.0,12,1.0,2
102,0.2891974791473963,0.0,12,1.0,3
103,0.3319753797582674,0.0,12,1.0,4
104,0.004227948648864187,0.0,13,0.1,1
105,0.003149744329749106,0.0,13,0.1,2
106,0.002907436861332581,0.0,13,0.1,3
107,0.0044359060495962055,0.0,13,0.1,4
108,0.38692314057895366,0.0,13,1.0,1
109,0.31752122648056413,0.0,13,1.0,2
110,0.2891974791473963,0.0,13,1.0,3
111,0.3319753797582674,0.0,13,1.0,4
112,0.004227948648864187,0.0,14,0.1,1
113,0.003149744329749106,0.0,14,0.1,2
114,0.002907436861332581,0.0,14,0.1,3
115,0.0044359060495962055,0.0,14,0.1,4
116,0.38692314057895366,0.0,14,1.0,1
117,0.31752122648056413,0.0,14,1.0,2
118,0.2891974791473963,0.0,14,1.0,3
119,0.3319753797582674,0.0,14,1.0,4
120,0.004227948648864187,0.0,15,0.1,1
121,0.003149744329749106,0.0,15,0.1,2
122,0.002907436861332581,0.0,15,0.1,3
123,0.0044359060495962055,0.0,15,0.1,4
124,0.38692314057895366,0.0,15,1.0,1
125,0.31752122648056413,0.0,15,1.0,2
126,0.2891974791473963,0.0,15,1.0,3
127,0.3319753797582674,0.0,15,1.0,4
128,0.004227948648864187,0.0,16,0.1,1
129,0.003149744329749106,0.0,16,0.1,2
130,0.002907436861332581,0.0,16,0.1,3
131,0.0044359060495962055,0.0,16,0.1,4
132,0.38692314057895366,0.0,16,1.0,1
133,0.31752122648056413,0.0,16,1.0,2
134,0.2891974791473963,0.0,16,1.0,3
135,0.3319753797582674,0.0,16,1.0,4
136,0.004227948648864187,0.0,17,0.1,1
137,0.003149744329749106,0.0,17,0.1,2
138,0.002907436861332581,0.0,17,0.1,3
139,0.0044359060495962055,0.0,17,0.1,4
140,0.38692314057895366,0.0,17,1.0,1
141,0.31752122648056413,0.0,17,1.0,2
142,0.2891974791473963,0.0,17,1.0,3
143,0.3319753797582674,0.0,17,1.0,4
144,0.004227948648864187,0.0,18,0.1,1
145,0.003149744329749106,0.0,18,0.1,2
146,0.002907436861332581,0.0,18,0.1,3
147,0.0044359060495962055,0.0,18,0.1,4
148,0.38692314057895366,0.0,18,1.0,1
149,0.31752122648056413,0.0,18,1.0,2
150,0.2891974791473963,0.0,18,1.0,3
151,0.3319753797582674,0.0,18,1.0,4
152,0.004227948648864187,0.0,19,0.1,1
153,0.003149744329749106,0.0,19,0.1,2
154,0.002907436861332581,0.0,19,0.1,3
155,0.0044359060495962055,0.0,19,0.1,4
156,0.38692314057895366,0.0,19,1.0,1
157,0.31752122648056413,0.0,19,1.0,2
158,0.2891974791473963,0.0,19,1.0,3
159,0.3319753797582674,0.0,19,1.0,4
160,0.004227948648864187,0.0,20,0.1,1
161,0.003149744329749106,0.0,20,0.1,2
162,0.002907436861332581,0.0,20,0.1,3
163,0.0044359060495962055,0.0,20,0.1,4
164,0.38692314057895366,0.0,20,1.0,1
165,0.31752122648056413,0.0,20,1.0,2
166,0.2891974791473963,0.0,20,1.0,3
167,0.3319753797582674,0.0,20,1.0,4
168,0.004227948648864187,0.0,21,0.1,1
169,0.003149744329749106,0.0,21,0.1,2
170,0.002907436861332581,0.0,21,0.1,3
171,0.0044359060495962055,0.0,21,0.1,4
172,0.38692314057895366,0.0,21,1.0,1
173,0.31752122648056413,0.0,21,1.0,2
174,0.2891974791473963,0.0,21,1.0,3
175,0.3319753797582674,0.0,21,1.0,4
176,0.004227948648864187,0.0,22,0.1,1
177,0.003149744329749106,0.0,22,0.1,2
178,0.002907436861332581,0.0,22,0.1,3
179,0.0044359060495962055,0.0,22,0.1,4
180,0.38692314057895366,0.0,22,1.0,1
181,0.31752122648056413,0.0,22,1.0,2
182,0.2891974791473963,0.0,22,1.0,3
183,0.3319753797582674,0.0,22,1.0,4
184,0.004227948648864187,0.0,23,0.1,1
185,0.003149744329749106,0.0,23,0.1,2
186,0.002907436861332581,0.0,23,0.1,3
187,0.0044359060495962055,0.0,23,0.1,4
188,0.38692314057895366,0.0,23,1.0,1
189,0.31752122648056413,0.0,23,1.0,2
190,0.2891974791473963,0.0,23,1.0,3
191,0.3319753797582674,0.0,23,1.0,4
192,0.004227948648864187,0.0,24,0.1,1
193,0.003149744329749106,0.0,24,0.1,2
194,0.002907436861332581,0.0,24,0.1,3
195,0.0044359060495962055,0.0,24,0.1,4
196,0.38692314057895366,0.0,24,1.0,1
197,0.31752122648056413,0.0,24,1.0,2
198,0.2891974791473963,0.0,24,1.0,3
199,0.3319753797582674,0.0,24,1.0,4
200,0.004227948648864187,0.0,25,0.1,1
201,0.003149744329749106,0.0,25,0.1,2
202,0.002907436861332581,0.0,25,0.1,3
203,0.0044359060495962055,0.0,25,0.1,4
204,0.38692314057895366,0.0,25,1.0,1
205,0.31752122648056413,0.0,25,1.0,2
206,0.2891974791473963,0.0,25,1.0,3
207,0.3319753797582674,0.0,25,1.0,4
208,0.004227948648864187,0.0,26,0.1,1
209,0.003149744329749106,0.0,26,0.1,2
210,0.002907436861332581,0.0,26,0.1,3
211,0.0044359060495962055,0.0,26,0.1,4
212,0.38692314057895366,0.0,26,1.0,1
213,0.31752122648056413,0.0,26,1.0,2
214,0.2891974791473963,0.0,26,1.0,3
215,0.3319753797582674,0.0,26,1.0,4
216,0.004227948648864187,0.0,27,0.1,1
217,0.003149744329749106,0.0,27,0.1,2
218,0.002907436861332581,0.0,27,0.1,3
219,0.0044359060495962055,0.0,27,0.1,4
220,0.38692314057895366,0.0,27,1.0,1
221,0.31752122648056413,0.0,27,1.0,2
222,0.2891974791473963,0.0,27,1.0,3
223,0.3319753797582674,0.0,27,1.0,4
224,0.004227948648864187,0.0,28,0.1,1
225,0.003149744329749106,0.0,28,0.1,2
226,0.002907436861332581,0.0,28,0.1,3
227,0.0044359060495962055,0.0,28,0.1,4
228,0.38692314057895366,0.0,28,1.0,1
229,0.31752122648056413,0.0,28,1.0,2
230,0.2891974791473963,0.0,28,1.0,3
231,0.3319753797582674,0.0,28,1.0,4
232,0.004227948648864187,0.0,29,0.1,1
233,0.003149744329749106,0.0,29,0.1,2
234,0.002907436861332581,0.0,29,0.1,3
235,0.0044359060495962055,0.0,29,0.1,4
236,0.38692314057895366,0.0,29,1.0,1
237,0.31752122648056413,0.0,29,1.0,2
238,0.2891974791473963,0.0,29,1.0,3
239,0.3319753797582674,0.0,29,1.0,4
240,0.004227948648864187,0.0,30,0.1,1
241,0.003149744329749106,0.0,30,0.1,2
242,0.002907436861332581,0.0,30,0.1,3
243,0.0044359060495962055,0.0,30,0.1,4
244,0.38692314057895366,0.0,30,1.0,1
245,0.31752122648056413,0.0,30,1.0,2
246,0.2891974791473963,0.0,30,1.0,3
247,0.3319753797582674,0.0,30,1.0,4
248,0.004227948648864187,0.0,31,0.1,1
249,0.003149744329749106,0.0,31,0.1,2
250,0.002907436861332581,0.0,31,0.1,3
251,0.0044359060495962055,0.0,31,0.1,4
252,0.38692314057895366,0.0,31,1.0,1
253,0.31752122648056413,0.0,31,1.0,2
254,0.2891974791473963,0.0,31,1.0,3
255,0.3319753797582674,0.0,31,1.0,4
256,0.004227948648864187,0.0,32,0.1,1
257,0.003149744329749106,0.0,32,0.1,2
258,0.002907436861332581,0.0,32,0.1,3
259,0.0044359060495962055,0.0,32,0.1,4
260,0.38692314057895366,0.0,32,1.0,1
261,0.31752122648056413,0.0,32,1.0,2
262,0.2891974791473963,0.0,32,1.0,3
263,0.3319753797582674,0.0,32,1.0,4
264,0.004227948648864187,0.0,33,0.1,1
265,0.003149744329749106,0.0,33,0.1,2
266,0.002907436861332581,0.0,33,0.1,3
267,0.0044359060495962055,0.0,33,0.1,4
268,0.38692314057895366,0.0,33,1.0,1
269,0.31752122648056413,0.0,33,1.0,2
270,0.2891974791473963,0.0,33,1.0,3
271,0.3319753797582674,0.0,33,1.0,4
272,0.004227948648864187,0.0,34,0.1,1
273,0.003149744329749106,0.0,34,0.1,2
274,0.002907436861332581,0.0,34,0.1,3
275,0.0044359060495962055,0.0,34,0.1,4
276,0.38692314057895366,0.0,34,1.0,1
277,0.31752122648056413,0.0,34,1.0,2
278,0.2891974791473963,0.0,34,1.0,3
279,0.3319753797582674,0.0,34,1.0,4
280,0.004227948648864187,0.0,35,0.1,1
281,0.003149744329749106,0.0,35,0.1,2
282,0.002907436861332581,0.0,35,0.1,3
283,0.0044359060495962055,0.0,35,0.1,4
284,0.38692314057895366,0.0,35,1.0,1
285,0.31752122648056413,0.0,35,1.0,2
286,0.2891974791473963,0.0,35,1.0,3
287,0.3319753797582674,0.0,35,1.0,4
288,0.004227948648864187,0.0,36,0.1,1
289,0.003149744329749106,0.0,36,0.1,2
290,0.002907436861332581,0.0,36,0.1,3
291,0.0044359060495962055,0.0,36,0.1,4
292,0.38692314057895366,0.0,36,1.0,1
293,0.31752122648056413,0.0,36,1.0,2
294,0.2891974791473963,0.0,36,1.0,3
295,0.3319753797582674,0.0,36,1.0,4
296,0.004227948648864187,0.0,37,0.1,1
297,0.003149744329749106,0.0,37,0.1,2
298,0.002907436861332581,0.0,37,0.1,3
299,0.0044359060495962055,0.0,37,0.1,4
300,0.38692314057895366,0.0,37,1.0,1
301,0.31752122648056413,0.0,37,1.0,2
302,0.2891974791473963,0.0,37,1.0,3
303,0.3319753797582674,0.0,37,1.0,4
304,0.004227948648864187,0.0,38,0.1,1
305,0.003149744329749106,0.0,38,0.1,2
306,0.002907436861332581,0.0,38,0.1,3
307,0.0044359060495962055,0.0,38,0.1,4
308,0.38692314057895366,0.0,38,1.0,1
309,0.31752122648056413,0.0,38,1.0,2
310,0.2891974791473963,0.0,38,1.0,3
311,0.3319753797582674,0.0,38,1.0,4
312,0.004227948648864187,0.0,39,0.1,1
313,0.003149744329749106,0.0,39,0.1,2
314,0.002907436861332581,0.0,39,0.1,3
315,0.0044359060495962055,0.0,39,0.1,4
316,0.38692314057895366,0.0,39,1.0,1
317,0.31752122648056413,0.0,39,1.0,2
318,0.2891974791473963,0.0,39,1.0,3
319,0.3319753797582674,0.0,39,1.0,4
320,0.004227948648864187,0.0,40,0.1,1
321,0.003149744329749106,0.0,40,0.1,2
322,0.002907436861332581,0.0,40,0.1,3
323,0.0044359060495962055,0.0,40,0.1,4
324,0.38692314057895366,0.0,40,1.0,1
325,0.31752122648056413,0.0,40,1.0,2
326,0.2891974791473963,0.0,40,1.0,3
327,0.3319753797582674,0.0,40,1.0,4
328,0.004227948648864187,0.0,41,0.1,1
329,0.003149744329749106,0.0,41,0.1,2
330,0.002907436861332581,0.0,41,0.1,3
331,0.0044359060495962055,0.0,41,0.1,4
332,0.38692314057895366,0.0,41,1.0,1
333,0.31752122648056413,0.0,41,1.0,2
334,0.2891974791473963,0.0,41,1.0,3
335,0.3319753797582674,0.0,41,1.0,4
336,0.004227948648864187,0.0,42,0.1,1
337,0.003149744329749106,0.0,42,0.1,2
338,0.002907436861332581,0.0,42,0.1,3
339,0.0044359060495962055,0.0,42,0.1,4
340,0.38692314057895366,0.0,42,1.0,1
341,0.31752122648056413,0.0,42,1.0,2
342,0.2891974791473963,0.0,42,1.0,3
343,0.3319753797582674,0.0,42,1.0,4
344,0.004227948648864187,0.0,43,0.1,1
345,0.003149744329749106,0.0,43,0.1,2
346,0.002907436861332581,0.0,43,0.1,3
347,0.0044359060495962055,0.0,43,0.1,4
348,0.38692314057895366,0.0,43,1.0,1
349,0.31752122648056413,0.0,43,1.0,2
350,0.2891974791473963,0.0,43,1.0,3
351,0.3319753797582674,0.0,43,1.0,4
352,0.004227948648864187,0.0,44,0.1,1
353,0.003149744329749106,0.0,44,0.1,2
354,0.002907436861332581,0.0,44,0.1,3
355,0.0044359060495962055,0.0,44,0.1,4
356,0.38692314057895366,0.0,44,1.0,1
357,0.31752122648056413,0.0,44,1.0,2
358,0.2891974791473963,0.0,44,1.0,3
359,0.3319753797582674,0.0,44,1.0,4
360,0.004227948648864187,0.0,45,0.1,1
361,0.003149744329749106,0.0,45,0.1,2
362,0.002907436861332581,0.0,45,0.1,3
363,0.0044359060495962055,0.0,45,0.1,4
364,0.38692314057895366,0.0,45,1.0,1
365,0.31752122648056413,0.0,45,1.0,2
366,0.2891974791473963,0.0,45,1.0,3
367,0.3319753797582674,0.0,45,1.0,4
368,0.004227948648864187,0.0,46,0.1,1
369,0.003149744329749106,0.0,46,0.1,2
370,0.002907436861332581,0.0,46,0.1,3
371,0.0044359060495962055,0.0,46,0.1,4
372,0.38692314057895366,0.0,46,1.0,1
373,0.31752122648056413,0.0,46,1.0,2
374,0.2891974791473963,0.0,46,1.0,3
375,0.3319753797582674,0.0,46,1.0,4
376,0.004227948648864187,0.0,47,0.1,1
377,0.003149744329749106,0.0,47,0.1,2
378,0.002907436861332581,0.0,47,0.1,3
379,0.0044359060495962055,0.0,47,0.1,4
380,0.38692314057895366,0.0,47,1.0,1
381,0.31752122648056413,0.0,47,1.0,2
382,0.2891974791473963,0.0,47,1.0,3
383,0.3319753797582674,0.0,47,1.0,4
384,0.004227948648864187,0.0,48,0.1,1
385,0.003149744329749106,0.0,48,0.1,2
386,0.002907436861332581,0.0,48,0.1,3
387,0.0044359060495962055,0.0,48,0.1,4
388,0.38692314057895366,0.0,48,1.0,1
389,0.31752122648056413,0.0,48,1.0,2
390,0.2891974791473963,0.0,48,1.0,3
391,0.3319753797582674,0.0,48,1.0,4
392,0.004227948648864187,0.0,49,0.1,1
393,0.003149744329749106,0.0,49,0.1,2
394,0.002907436861332581,0.0,49,0.1,3
395,0.0044359060495962055,0.0,49,0.1,4
396,0.38692314057895366,0.0,49,1.0,1
397,0.31752122648056413,0.0,49,1.0,2
398,0.2891974791473963,0.0,49,1.0,3
399,0.3319753797582674,0.0,49,1.0,4
400,0.004227948648864187,0.0,50,0.1,1
401,0.003149744329749106,0.0,50,0.1,2
402,0.002907436861332581,0.0,50,0.1,3
403,0.0044359060495962055,0.0,50,0.1,4
404,0.38692314057895366,0.0,50,1.0,1
405,0.31752122648056413,0.0,50,1.0,2
406,0.2891974791473963,0.0,50,1.0,3
407,0.3319753797582674,0.0,50,1.0,4
408,0.004227948648864187,0.0,51,0.1,1
409,0.003149744329749106,0.0,51,0.1,2
410,0.002907436861332581,0.0,51,0.1,3
411,0.0044359060495962055,0.0,51,0.1,4
412,0.38692314057895366,0.0,51,1.0,1
413,0.31752122648056413,0.0,51,1.0,2
414,0.2891974791473963,0.0,51,1.0,3
415,0.3319753797582674,0.0,51,1.0,4
416,0.004227948648864187,0.0,52,0.1,1
417,0.003149744329749106,0.0,52,0.1,2
418,0.002907436861332581,0.0,52,0.1,3
419,0.0044359060495962055,0.0,52,0.1,4
420,0.38692314057895366,0.0,52,1.0,1
421,0.31752122648056413,0.0,52,1.0,2
422,0.2891974791473963,0.0,52,1.0,3
423,0.3319753797582674,0.0,52,1.0,4
424,0.004227948648864187,0.0,53,0.1,1
425,0.003149744329749106,0.0,53,0.1,2
426,0.002907436861332581,0.0,53,0.1,3
427,0.0044359060495962055,0.0,53,0.1,4
428,0.38692314057895366,0.0,53,1.0,1
429,0.31752122648056413,0.0,53,1.0,2
430,0.2891974791473963,0.0,53,1.0,3
431,0.3319753797582674,0.0,53,1.0,4
432,0.004227948648864187,0.0,54,0.1,1
433,0.003149744329749106,0.0,54,0.1,2
434,0.002907436861332581,0.0,54,0.1,3
435,0.0044359060495962055,0.0,54,0.1,4
436,0.38692314057895366,0.0,54,1.0,1
437,0.31752122648056413,0.0,54,1.0,2
438,0.2891974791473963,0.0,54,1.0,3
439,0.3319753797582674,0.0,54,1.0,4
440,0.004227948648864187,0.0,55,0.1,1
441,0.003149744329749106,0.0,55,0.1,2
442,0.002907436861332581,0.0,55,0.1,3
443,0.0044359060495962055,0.0,55,0.1,4
444,0.38692314057895366,0.0,55,1.0,1
445,0.31752122648056413,0.0,55,1.0,2
446,0.2891974791473963,0.0,55,1.0,3
447,0.3319753797582674,0.0,55,1.0,4
448,0.004227948648864187,0.0,56,0.1,1
449,0.003149744329749106,0.0,56,0.1,2
450,0.002907436861332581,0.0,56,0.1,3
451,0.0044359060495962055,0.0,56,0.1,4
452,0.38692314057895366,0.0,56,1.0,1
453,0.31752122648056413,0.0,56,1.0,2
454,0.2891974791473963,0.0,56,1.0,3
455,0.3319753797582674,0.0,56,1.0,4
456,0.004227948648864187,0.0,57,0.1,1
457,0.003149744329749106,0.0,57,0.1,2
458,0.002907436861332581,0.0,57,0.1,3
459,0.0044359060495962055,0.0,57,0.1,4
460,0.38692314057895366,0.0,57,1.0,1
461,0.31752122648056413,0.0,57,1.0,2
462,0.2891974791473963,0.0,57,1.0,3
463,0.3319753797582674,0.0,57,1.0,4
464,0.004227948648864187,0.0,58,0.1,1
465,0.003149744329749106,0.0,58,0.1,2
466,0.002907436861332581,0.0,58,0.1,3
467,0.0044359060495962055,0.0,58,0.1,4
468,0.38692314057895366,0.0,58,1.0,1
469,0.31752122648056413,0.0,58,1.0,2
470,0.2891974791473963,0.0,58,1.0,3
471,0.3319753797582674,0.0,58,1.0,4
472,0.004227948648864187,0.0,59,0.1,1
473,0.003149744329749106,0.0,59,0.1,2
474,0.002907436861332581,0.0,59,0.1,3
475,0.0044359060495962055,0.0,59,0.1,4
476,0.38692314057895366,0.0,59,1.0,1
477,0.31752122648056413,0.0,59,1.0,2
478,0.2891974791473963,0.0,59,1.0,3
479,0.3319753797582674,0.0,59,1.0,4
480,0.004227948648864187,0.0,60,0.1,1
481,0.003149744329749106,0.0,60,0.1,2
482,0.002907436861332581,0.0,60,0.1,3
483,0.0044359060495962055,0.0,60,0.1,4
484,0.38692314057895366,0.0,60,1.0,1
485,0.31752122648056413,0.0,60,1.0,2
486,0.2891974791473963,0.0,60,1.0,3
487,0.3319753797582674,0.0,60,1.0,4
488,0.004227948648864187,0.0,61,0.1,1
489,0.003149744329749106,0.0,61,0.1,2
490,0.002907436861332581,0.0,61,0.1,3
491,0.0044359060495962055,0.0,61,0.1,4
492,0.38692314057895366,0.0,61,1.0,1
493,0.31752122648056413,0.0,61,1.0,2
494,0.2891974791473963,0.0,61,1.0,3
495,0.3319753797582674,0.0,61,1.0,4
496,0.004227948648864187,0.0,62,0.1,1
497,0.003149744329749106,0.0,62,0.1,2
498,0.002907436861332581,0.0,62,0.1,3
499,0.0044359060495962055,0.0,62,0.1,4
500,0.38692314057895366,0.0,62,1.0,1
501,0.31752122648056413,0.0,62,1.0,2
502,0.2891974791473963,0.0,62,1.0,3
503,0.3319753797582674,0.0,62,1.0,4
504,0.004227948648864187,0.0,63,0.1,1
505,0.003149744329749106,0.0,63,0.1,2
506,0.002907436861332581,0.0,63,0.1,3
507,0.0044359060495962055,0.0,63,0.1,4
508,0.38692314057895366,0.0,63,1.0,1
509,0.31752122648056413,0.0,63,1.0,2
510,0.2891974791473963,0.0,63,1.0,3
511,0.3319753797582674,0.0,63,1.0,4
512,0.004227948648864187,0.0,64,0.1,1
513,0.003149744329749106,0.0,64,0.1,2
514,0.002907436861332581,0.0,64,0.1,3
515,0.0044359060495962055,0.0,64,0.1,4
516,0.38692314057895366,0.0,64,1.0,1
517,0.31752122648056413,0.0,64,1.0,2
518,0.2891974791473963,0.0,64,1.0,3
519,0.3319753797582674,0.0,64,1.0,4
520,0.004227948648864187,0.0,65,0.1,1
521,0.003149744329749106,0.0,65,0.1,2
522,0.002907436861332581,0.0,65,0.1,3
523,0.0044359060495962055,0.0,65,0.1,4
524,0.38692314057895366,0.0,65,1.0,1
525,0.31752122648056413,0.0,65,1.0,2
526,0.2891974791473963,0.0,65,1.0,3
527,0.3319753797582674,0.0,65,1.0,4
528,0.004227948648864187,0.0,66,0.1,1
529,0.003149744329749106,0.0,66,0.1,2
530,0.002907436861332581,0.0,66,0.1,3
531,0.0044359060495962055,0.0,66,0.1,4
532,0.38692314057895366,0.0,66,1.0,1
533,0.31752122648056413,0.0,66,1.0,2
534,0.2891974791473963,0.0,66,1.0,3
535,0.3319753797582674,0.0,66,1.0,4
536,0.004227948648864187,0.0,67,0.1,1
537,0.003149744329749106,0.0,67,0.1,2
538,0.002907436861332581,0.0,67,0.1,3
539,0.0044359060495962055,0.0,67,0.1,4
540,0.38692314057895366,0.0,67,1.0,1
541,0.31752122648056413,0.0,67,1.0,2
542,0.2891974791473963,0.0,67,1.0,3
543,0.3319753797582674,0.0,67,1.0,4
544,0.004227948648864187,0.0,68,0.1,1
545,0.003149744329749106,0.0,68,0.1,2
546,0.002907436861332581,0.0,68,0.1,3
547,0.0044359060495962055,0.0,68,0.1,4
548,0.38692314057895366,0.0,68,1.0,1
549,0.31752122648056413,0.0,68,1.0,2
550,0.2891974791473963,0.0,68,1.0,3
551,0.3319753797582674,0.0,68,1.0,4
552,0.004227948648864187,0.0,69,0.1,1
553,0.003149744329749106,0.0,69,0.1,2
554,0.002907436861332581,0.0,69,0.1,3
555,0.0044359060495962055,0.0,69,0.1,4
556,0.38692314057895366,0.0,69,1.0,1
557,0.31752122648056413,0.0,69,1.0,2
558,0.2891974791473963,0.0,69,1.0,3
559,0.3319753797582674,0.0,69,1.0,4
560,0.004227948648864187,0.0,70,0.1,1
561,0.003149744329749106,0.0,70,0.1,2
562,0.002907436861332581,0.0,70,0.1,3
563,0.0044359060495962055,0.0,70,0.1,4
564,0.38692314057895366,0.0,70,1.0,1
565,0.31752122648056413,0.0,70,1.0,2
566,0.2891974791473963,0.0,70,1.0,3
567,0.3319753797582674,0.0,70,1.0,4
568,0.004227948648864187,0.0,71,0.1,1
569,0.003149744329749106,0.0,71,0.1,2
570,0.002907436861332581,0.0,71,0.1,3
571,0.0044359060495962055,0.0,71,0.1,4
572,0.38692314057895366,0.0,71,1.0,1
573,0.31752122648056413,0.0,71,1.0,2
574,0.2891974791473963,0.0,71,1.0,3
575,0.3319753797582674,0.0,71,1.0,4
576,0.004227948648864187,0.0,72,0.1,1
577,0.003149744329749106,0.0,72,0.1,2
578,0.002907436861332581,0.0,72,0.1,3
579,0.0044359060495962055,0.0,72,0.1,4
580,0.38692314057895366,0.0,72,1.0,1
581,0.31752122648056413,0.0,72,1.0,2
582,0.2891974791473963,0.0,72,1.0,3
583,0.3319753797582674,0.0,72,1.0,4
584,0.004227948648864187,0.0,73,0.1,1
585,0.003149744329749106,0.0,73,0.1,2
586,0.002907436861332581,0.0,73,0.1,3
587,0.0044359060495962055,0.0,73,0.1,4
588,0.38692314057895366,0.0,73,1.0,1
589,0.31752122648056413,0.0,73,1.0,2
590,0.2891974791473963,0.0,73,1.0,3
591,0.3319753797582674,0.0,73,1.0,4
592,0.004227948648864187,0.0,74,0.1,1
593,0.003149744329749106,0.0,74,0.1,2
594,0.002907436861332581,0.0,74,0.1,3
595,0.0044359060495962055,0.0,74,0.1,4
596,0.38692314057895366,0.0,74,1.0,1
597,0.31752122648056413,0.0,74,1.0,2
598,0.2891974791473963,0.0,74,1.0,3
599,0.3319753797582674,0.0,74,1.0,4
600,0.004227948648864187,0.0,75,0.1,1
601,0.003149744329749106,0.0,75,0.1,2
602,0.002907436861332581,0.0,75,0.1,3
